human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);;(4, 4);right side;1;2
;(3, 4);;(4, 4);right side;1;3
;(3, 4);MoveSouthEast;(4, 4);right side;1;4
;(3, 4);MoveSouthEast;(4, 4);right side;1;5
;(3, 4);MoveSouthEast;(4, 4);right side;1;6
;(3, 4);MoveSouthEast;(4, 4);right side;1;7
;(3, 4);MoveSouthEast;(4, 4);right side;1;8
;(3, 4);MoveSouthEast;(4, 4);right side;1;9
;(3, 4);MoveSouthEast;(4, 4);right side;1;10
;(3, 4);MoveSouthEast;(4, 4);right side;1;11
;(3, 4);MoveSouthEast;(4, 4);right side;1;12
;(3, 4);MoveSouthEast;(4, 4);right side;1;13
;(3, 4);MoveSouthEast;(5, 5);right side;1;14
;(3, 4);MoveEast;(5, 5);right side;1;15
;(3, 4);MoveEast;(5, 5);right side;1;16
;(3, 4);MoveEast;(5, 5);right side;1;17
;(3, 4);MoveEast;(5, 5);right side;1;18
;(3, 4);MoveEast;(5, 5);right side;1;19
;(3, 4);MoveEast;(5, 5);right side;1;20
;(3, 4);MoveEast;(5, 5);right side;1;21
;(3, 4);MoveEast;(5, 5);right side;1;22
;(3, 4);MoveEast;(5, 5);right side;1;23
MoveEast;(4, 4);MoveEast;(5, 5);right side;1;24
;(4, 4);MoveEast;(6, 5);right side;1;25
;(4, 4);MoveSouthEast;(6, 5);right side;1;26
;(4, 4);MoveSouthEast;(6, 5);right side;1;27
MoveEast;(5, 4);MoveSouthEast;(6, 5);right side;1;28
;(5, 4);MoveSouthEast;(6, 5);right side;1;29
;(5, 4);MoveSouthEast;(6, 5);right side;1;30
;(5, 4);MoveSouthEast;(6, 5);right side;1;31
;(5, 4);MoveSouthEast;(6, 5);right side;1;32
;(5, 4);MoveSouthEast;(6, 5);right side;1;33
MoveEast;(6, 4);MoveSouthEast;(6, 5);right side;1;34
;(6, 4);MoveSouthEast;(6, 5);right side;1;35
;(6, 4);MoveSouthEast;(7, 6);right side;1;36
;(6, 4);MoveSouthEast;(7, 6);right side;1;37
;(6, 4);MoveSouthEast;(7, 6);right side;1;38
;(6, 4);MoveSouthEast;(7, 6);right side;1;39
;(6, 4);MoveSouthEast;(7, 6);right side;1;40
;(6, 4);MoveSouthEast;(7, 6);right side;1;41
;(6, 4);MoveSouthEast;(7, 6);right side;1;42
;(6, 4);MoveSouthEast;(7, 6);right side;1;43
MoveEast;(7, 4);MoveSouthEast;(7, 6);right side;1;44
;(7, 4);MoveSouthEast;(7, 6);right side;1;45
;(7, 4);MoveSouthEast;(7, 6);right side;1;46
;(7, 4);MoveSouthEast;(8, 7);right side;1;47
MoveEast;(8, 4);MoveEast;(8, 7);right side;1;48
;(8, 4);MoveEast;(8, 7);right side;1;49
;(8, 4);MoveEast;(8, 7);right side;1;50
;(8, 4);MoveEast;(8, 7);right side;1;51
;(8, 4);MoveEast;(8, 7);right side;1;52
