human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);MoveEast;(4, 4);False;1;2
;(3, 4);MoveEast;(4, 4);False;1;3
;(3, 4);MoveEast;(4, 4);False;1;4
;(3, 4);MoveEast;(4, 4);False;1;5
;(3, 4);MoveEast;(4, 4);False;1;6
;(3, 4);MoveEast;(4, 4);False;1;7
;(3, 4);MoveEast;(4, 4);False;1;8
;(3, 4);MoveEast;(4, 4);False;1;9
;(3, 4);MoveEast;(4, 4);False;1;10
;(3, 4);MoveEast;(4, 4);False;1;11
;(3, 4);MoveEast;(5, 4);False;1;12
;(3, 4);MoveEast;(5, 4);False;1;13
;(3, 4);MoveEast;(5, 4);False;1;14
MoveNorth;(3, 3);MoveEast;(5, 4);False;1;15
;(3, 3);MoveEast;(5, 4);False;1;16
;(3, 3);MoveEast;(5, 4);False;1;17
;(3, 3);MoveEast;(5, 4);False;1;18
MoveEast;(4, 3);MoveEast;(5, 4);False;1;19
;(4, 3);MoveEast;(5, 4);False;1;20
;(4, 3);MoveEast;(5, 4);False;1;21
;(4, 3);MoveEast;(5, 4);False;1;22
;(4, 3);MoveEast;(6, 4);False;1;23
;(4, 3);MoveNorthEast;(6, 4);False;1;24
MoveNorth;(4, 2);MoveNorthEast;(6, 4);False;1;25
;(4, 2);MoveNorthEast;(6, 4);False;1;26
;(4, 2);MoveNorthEast;(6, 4);False;1;27
;(4, 2);MoveNorthEast;(6, 4);False;1;28
MoveEast;(5, 2);MoveNorthEast;(6, 4);False;1;29
;(5, 2);MoveNorthEast;(6, 4);False;1;30
;(5, 2);MoveNorthEast;(6, 4);False;1;31
;(5, 2);MoveNorthEast;(6, 4);False;1;32
MoveEast;(6, 2);MoveNorthEast;(6, 4);False;1;33
;(6, 2);MoveNorthEast;(7, 3);False;1;34
;(6, 2);MoveEast;(7, 3);False;1;35
MoveEast;(7, 2);MoveEast;(7, 3);False;1;36
;(7, 2);MoveEast;(7, 3);False;1;37
;(7, 2);MoveEast;(7, 3);False;1;38
;(7, 2);MoveEast;(7, 3);False;1;39
;(7, 2);MoveEast;(7, 3);False;1;40
;(7, 2);MoveEast;(7, 3);False;1;41
MoveSouth;(7, 3);MoveEast;(7, 3);False;1;42
;(7, 3);MoveEast;(7, 3);False;1;43
;(7, 3);MoveEast;(7, 3);False;1;44
;(7, 3);MoveEast;(8, 3);False;1;45
;(7, 3);MoveNorthEast;(8, 3);False;1;46
MoveSouth;(7, 4);MoveNorthEast;(8, 3);False;1;47
;(7, 4);MoveNorthEast;(8, 3);False;1;48
;(7, 4);MoveNorthEast;(8, 3);False;1;49
;(7, 4);MoveNorthEast;(8, 3);False;1;50
;(7, 4);MoveNorthEast;(8, 3);False;1;51
;(7, 4);MoveNorthEast;(8, 3);False;1;52
;(7, 4);MoveNorthEast;(8, 3);False;1;53
;(7, 4);MoveNorthEast;(8, 3);False;1;54
