correct_tick;human_selector_sent;human_selector_received;human_selector_mssg_json;human_sent;human_received;human_mssg_json;machine_sent;machine_received;machine_mssg_json;victim_sent;victim_received;victim_mssg_json;gravitygod_sent;gravitygod_received;gravitygod_mssg_json;rewardgod_sent;rewardgod_received;rewardgod_mssg_json;ontologygod_sent;ontologygod_received;ontologygod_mssg_json;robot_sent;robot_received;robot_mssg_json;world_nr;tick_nr
-1;;;;;;;;;;;;;;;;;;;;;;;;;1;0
0;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;;I will now follow the Collaboration Pattern CP_known.;;I will now follow the Collaboration Pattern CP_known.;;"{""content"": ""I will now follow the Collaboration Pattern CP_known."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""15070e3a94e48e965e6448b035fb1c76""}";1;1
1;;;;;;;;;;;;;;;;;;;;;;;;;1;2
2;;;;;;;;;;;;;;;;;;;;;;;;;1;3
3;;;;;;;;;;;;;;;;;;;;;;;;;1;4
4;;;;;;;;;;;;;;;;;;;;;;;;;1;5
5;;;;;;;;;;;;;;;;;;;;;;;;;1;6
6;;;;;;;;;;;;;;;;;;;;;;;;;1;7
7;;;;;;;;;;;;;;;;;;;;;;;;;1;8
8;;;;;;;;;;;;;;;;;;;;;;;;;1;9
9;;;;;;;;;;;;;;;;;;;;;;;;;1;10
10;;;;;;;;;;;;;;;;;;;;;;;;;1;11
11;;;;;;;;;;;;;;;;;;;;;;;;;1;12
12;;;;;;;;;;;;;;;;;;;;;;;;;1;13
13;;;;;;;;;;;;;;;;;;;;;;;;;1;14
14;;;;;;;;;;;;;;;;;;;;;;;;;1;15
15;;;;;;;;;;;;;;;;;;;;;;;;;1;16
16;;;;;;;;;;;;;;;;;;;;;;;;;1;17
17;;;;;;;;;;;;;;;;;;;;;;;;;1;18
18;;;;;;;;;;;;;;;;;;;;;;;;;1;19
19;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""7e036e86974aa5ca5aacec82b5e928e0""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;20
20;;;;;;;;;;;;;;;;;;;;;;;;;1;21
21;;;;;;;;;;;;;;;;;;;;;;;;;1;22
22;;;;;;;;;;;;;;;;;;;;;;;;;1;23
23;;;;;;;;;;;;;;;;;;;;;;;;;1;24
24;;;;;;;;;;;;;;;;;;;;;;;;;1;25
25;;;;;;;;;;;;;;;;;;;;;;;;;1;26
26;;;;;;;;;;;;;;;;;;;;;;;;;1;27
27;;;;;;;;;;;;;;;;;;;;;;;;;1;28
28;;;;;;;;;;;;;;;;;;;;;;;;;1;29
29;;;;;;;;;;;;;;;;;;;;;;;;;1;30
30;;;;;;;;;;;;;;;;;;;;;;;;;1;31
31;;;;;;;;;;;;;;;;;;;;;;;;;1;32
32;;;;;;;;;;;;;;;;;;;;;;;;;1;33
33;;;;;;;;;;;;;;;;;;;;;;;;;1;34
34;;;;;;;;;;;;;;;;;;;;;;;;;1;35
35;;;;;;;;;;;;;;;;;;;;;;;;;1;36
36;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;;Now executing Pick up a large rock at Top of rock pile;;Now executing Pick up a large rock at Top of rock pile;;"{""content"": ""Now executing Pick up a large rock at Top of rock pile"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""254ac07a311b712a26b5bae231bb2b7f""}";1;37
37;;;;;;;;;;;;;;;;;;;;;;;;;1;38
38;;;;;;;;;;;;;;;;;;;;;;;;;1;39
