human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveNorth;(3, 3);1;1
;(3, 3);1;2
;(3, 3);1;3
;(3, 3);1;4
;(3, 3);1;5
;(3, 3);1;6
;(3, 3);1;7
;(3, 3);1;8
;(3, 3);1;9
;(3, 3);1;10
;(3, 3);1;11
;(3, 3);1;12
;(3, 3);1;13
;(3, 3);1;14
;(3, 3);1;15
;(3, 3);1;16
;(3, 3);1;17
;(3, 3);1;18
;(3, 3);1;19
;(3, 3);1;20
;(3, 3);1;21
;(3, 3);1;22
;(3, 3);1;23
;(3, 3);1;24
;(3, 3);1;25
;(3, 3);1;26
;(3, 3);1;27
;(3, 3);1;28
;(3, 3);1;29
;(3, 3);1;30
;(3, 3);1;31
;(3, 3);1;32
;(3, 3);1;33
;(3, 3);1;34
;(3, 3);1;35
;(3, 3);1;36
;(3, 3);1;37
;(3, 3);1;38
;(3, 3);1;39
;(3, 3);1;40
;(3, 3);1;41
;(3, 3);1;42
;(3, 3);1;43
;(3, 3);1;44
;(3, 3);1;45
;(3, 3);1;46
;(3, 3);1;47
;(3, 3);1;48
;(3, 3);1;49
;(3, 3);1;50
;(3, 3);1;51
;(3, 3);1;52
;(3, 3);1;53
;(3, 3);1;54
;(3, 3);1;55
;(3, 3);1;56
;(3, 3);1;57
;(3, 3);1;58
;(3, 3);1;59
;(3, 3);1;60
;(3, 3);1;61
;(3, 3);1;62
;(3, 3);1;63
;(3, 3);1;64
;(3, 3);1;65
;(3, 3);1;66
;(3, 3);1;67
;(3, 3);1;68
;(3, 3);1;69
;(3, 3);1;70
;(3, 3);1;71
;(3, 3);1;72
;(3, 3);1;73
;(3, 3);1;74
;(3, 3);1;75
;(3, 3);1;76
;(3, 3);1;77
;(3, 3);1;78
;(3, 3);1;79
;(3, 3);1;80
;(3, 3);1;81
;(3, 3);1;82
;(3, 3);1;83
;(3, 3);1;84
;(3, 3);1;85
;(3, 3);1;86
;(3, 3);1;87
;(3, 3);1;88
;(3, 3);1;89
;(3, 3);1;90
;(3, 3);1;91
;(3, 3);1;92
;(3, 3);1;93
;(3, 3);1;94
;(3, 3);1;95
;(3, 3);1;96
;(3, 3);1;97
;(3, 3);1;98
;(3, 3);1;99
MoveEast;(4, 3);1;100
;(4, 3);1;101
;(4, 3);1;102
;(4, 3);1;103
;(4, 3);1;104
;(4, 3);1;105
;(4, 3);1;106
MoveEast;(5, 3);1;107
;(5, 3);1;108
;(5, 3);1;109
;(5, 3);1;110
;(5, 3);1;111
;(5, 3);1;112
MoveEast;(6, 3);1;113
;(6, 3);1;114
;(6, 3);1;115
;(6, 3);1;116
;(6, 3);1;117
;(6, 3);1;118
;(6, 3);1;119
;(6, 3);1;120
;(6, 3);1;121
;(6, 3);1;122
;(6, 3);1;123
;(6, 3);1;124
;(6, 3);1;125
MoveEast;(7, 3);1;126
;(7, 3);1;127
;(7, 3);1;128
;(7, 3);1;129
;(7, 3);1;130
;(7, 3);1;131
;(7, 3);1;132
;(7, 3);1;133
;(7, 3);1;134
;(7, 3);1;135
;(7, 3);1;136
;(7, 3);1;137
;(7, 3);1;138
;(7, 3);1;139
MoveEast;(8, 3);1;140
;(8, 3);1;141
;(8, 3);1;142
;(8, 3);1;143
;(8, 3);1;144
;(8, 3);1;145
;(8, 3);1;146
;(8, 3);1;147
;(8, 3);1;148
;(8, 3);1;149
;(8, 3);1;150
;(8, 3);1;151
;(8, 3);1;152
;(8, 3);1;153
;(8, 3);1;154
;(8, 3);1;155
;(8, 3);1;156
;(8, 3);1;157
;(8, 3);1;158
;(8, 3);1;159
MoveSouth;(8, 4);1;160
;(8, 4);1;161
;(8, 4);1;162
;(8, 4);1;163
;(8, 4);1;164
;(8, 4);1;165
MoveSouth;(8, 5);1;166
;(8, 5);1;167
;(8, 5);1;168
;(8, 5);1;169
;(8, 5);1;170
;(8, 5);1;171
;(8, 5);1;172
;(8, 5);1;173
;(8, 5);1;174
;(8, 5);1;175
MoveSouth;(8, 6);1;176
;(8, 6);1;177
;(8, 6);1;178
;(8, 6);1;179
;(8, 6);1;180
;(8, 6);1;181
;(8, 6);1;182
;(8, 6);1;183
;(8, 6);1;184
;(8, 6);1;185
;(8, 6);1;186
;(8, 6);1;187
;(8, 6);1;188
;(8, 6);1;189
;(8, 6);1;190
;(8, 6);1;191
;(8, 6);1;192
;(8, 6);1;193
;(8, 6);1;194
;(8, 6);1;195
;(8, 6);1;196
;(8, 6);1;197
;(8, 6);1;198
;(8, 6);1;199
;(8, 6);1;200
;(8, 6);1;201
;(8, 6);1;202
;(8, 6);1;203
;(8, 6);1;204
;(8, 6);1;205
;(8, 6);1;206
;(8, 6);1;207
;(8, 6);1;208
;(8, 6);1;209
;(8, 6);1;210
;(8, 6);1;211
;(8, 6);1;212
;(8, 6);1;213
;(8, 6);1;214
;(8, 6);1;215
;(8, 6);1;216
;(8, 6);1;217
;(8, 6);1;218
;(8, 6);1;219
;(8, 6);1;220
;(8, 6);1;221
;(8, 6);1;222
;(8, 6);1;223
;(8, 6);1;224
;(8, 6);1;225
;(8, 6);1;226
;(8, 6);1;227
;(8, 6);1;228
;(8, 6);1;229
;(8, 6);1;230
;(8, 6);1;231
;(8, 6);1;232
;(8, 6);1;233
;(8, 6);1;234
;(8, 6);1;235
;(8, 6);1;236
;(8, 6);1;237
;(8, 6);1;238
;(8, 6);1;239
;(8, 6);1;240
GrabObject;(8, 6);1;241
;(8, 6);1;242
;(8, 6);1;243
;(8, 6);1;244
;(8, 6);1;245
;(8, 6);1;246
;(8, 6);1;247
;(8, 6);1;248
;(8, 6);1;249
;(8, 6);1;250
