correct_tick;human_selector_sent;human_selector_received;human_selector_mssg_json;human_sent;human_received;human_mssg_json;machine_sent;machine_received;machine_mssg_json;victim_sent;victim_received;victim_mssg_json;gravitygod_sent;gravitygod_received;gravitygod_mssg_json;rewardgod_sent;rewardgod_received;rewardgod_mssg_json;ontologygod_sent;ontologygod_received;ontologygod_mssg_json;robot_sent;robot_received;robot_mssg_json;world_nr;tick_nr
-1;;;;;;;;;;;;;;;;;;;;;;;;;1;0
0;{'name': 'Step3', 'delete': 'True'};I will now follow the Collaboration Pattern Step3.;"{""content"": {""name"": ""Step3"", ""delete"": ""True""}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""d95eb0cd00721623fc69e76fa084f9ad""}";;I will now follow the Collaboration Pattern Step3.;;;I will now follow the Collaboration Pattern Step3.;;;I will now follow the Collaboration Pattern Step3.;;;I will now follow the Collaboration Pattern Step3.;;;I will now follow the Collaboration Pattern Step3.;;;I will now follow the Collaboration Pattern Step3.;;I will now follow the Collaboration Pattern Step3.;{'name': 'Step3', 'delete': 'True'};"{""content"": ""I will now follow the Collaboration Pattern Step3."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""34fb0b753597765caf9c0a9302176dbe""}";1;1
1;;{'cp_delete': 'Step4', 'html': None};;;{'cp_delete': 'Step4', 'html': None};;;{'cp_delete': 'Step4', 'html': None};;;{'cp_delete': 'Step4', 'html': None};;;{'cp_delete': 'Step4', 'html': None};;;{'cp_delete': 'Step4', 'html': None};;{'cp_delete': 'Step4', 'html': None};;"{""content"": {""cp_delete"": ""Step4"", ""html"": null}, ""from_id"": ""ontologygod"", ""to_id"": ""robot"", ""message_id"": ""af0ec22f2c0772841a6358f910471e1f""}";;{'cp_delete': 'Step4', 'html': None};;1;2
2;;{'cp_delete': 'Step3', 'html': None};;;{'cp_delete': 'Step3', 'html': None};;;{'cp_delete': 'Step3', 'html': None};;;{'cp_delete': 'Step3', 'html': None};;;{'cp_delete': 'Step3', 'html': None};;;{'cp_delete': 'Step3', 'html': None};;{'cp_delete': 'Step3', 'html': None};;"{""content"": {""cp_delete"": ""Step3"", ""html"": null}, ""from_id"": ""ontologygod"", ""to_id"": ""robot"", ""message_id"": ""4595ca025b43abb2b30562672162d117""}";;{'cp_delete': 'Step3', 'html': None};;1;3
3;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;;I will stop following the Collaboration Pattern Step3;;I will stop following the Collaboration Pattern Step3;;"{""content"": ""I will stop following the Collaboration Pattern Step3"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""979aa1878c59cc5ba1cc8a7f3df1259c""}";1;4
4;;;;;;;;;;;;;;;;;;;;;;;;;1;5
5;;;;;;;;;;;;;;;;;;;;;;;;;1;6
6;;;;;;;;;;;;;;;;;;;;;;;;;1;7
7;;;;;;;;;;;;;;;;;;;;;;;;;1;8
8;;;;;;;;;;;;;;;;;;;;;;;;;1;9
9;;;;;;;;;;;;;;;;;;;;;;;;;1;10
10;;;;;;;;;;;;;;;;;;;;;;;;;1;11
11;;;;;;;;;;;;;;;;;;;;;;;;;1;12
12;;;;;;;;;;;;;;;;;;;;;;;;;1;13
13;;;;;;;;;;;;;;;;;;;;;;;;;1;14
14;;;;;;;;;;;;;;;;;;;;;;;;;1;15
15;;;;;;;;;;;;;;;;;;;;;;;;;1;16
16;;;;;;;;;;;;;;;;;;;;;;;;;1;17
17;;;;;;;;;;;;;;;;;;;;;;;;;1;18
18;;;;;;;;;;;;;;;;;;;;;;;;;1;19
19;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""2109fdf139e6b7db126827a34e08f9a1""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;20
20;;;;;;;;;;;;;;;;;;;;;;;;;1;21
21;;;;;;;;;;;;;;;;;;;;;;;;;1;22
22;;;;;;;;;;;;;;;;;;;;;;;;;1;23
23;;;;;;;;;;;;;;;;;;;;;;;;;1;24
24;;;;;;;;;;;;;;;;;;;;;;;;;1;25
25;;;;;;;;;;;;;;;;;;;;;;;;;1;26
26;;;;;;;;;;;;;;;;;;;;;;;;;1;27
27;;Now executing Pick up;;;Now executing Pick up;;;Now executing Pick up;;;Now executing Pick up;;;Now executing Pick up;;;Now executing Pick up;;;Now executing Pick up;;Now executing Pick up;;"{""content"": ""Now executing Pick up"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""a8f0c1b3d81d651c4fef1391856fcd2a""}";1;28
28;;;;;;;;;;;;;;;;;;;;;;;;;1;29
29;;;;;;;;;;;;;;;;;;;;;;;;;1;30
30;;;;;;;;;;;;;;;;;;;;;;;;;1;31
31;;;;;;;;;;;;;;;;;;;;;;;;;1;32
32;;;;;;;;;;;;;;;;;;;;;;;;;1;33
33;;;;;;;;;;;;;;;;;;;;;;;;;1;34
34;;;;;;;;;;;;;;;;;;;;;;;;;1;35
35;;;;;;;;;;;;;;;;;;;;;;;;;1;36
36;;;;;;;;;;;;;;;;;;;;;;;;;1;37
37;;;;;;;;;;;;;;;;;;;;;;;;;1;38
38;;;;;;;;;;;;;;;;;;;;;;;;;1;39
39;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""1bc6c4f4eec2ae4d448fab9c33db18c""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;40
40;;;;;;;;;;;;;;;;;;;;;;;;;1;41
41;;;;;;;;;;;;;;;;;;;;;;;;;1;42
42;;;;;;;;;;;;;;;;;;;;;;;;;1;43
