human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
MoveEast;(4, 4);1;42
;(4, 4);1;43
;(4, 4);1;44
;(4, 4);1;45
;(4, 4);1;46
;(4, 4);1;47
;(4, 4);1;48
MoveEast;(5, 4);1;49
;(5, 4);1;50
;(5, 4);1;51
;(5, 4);1;52
;(5, 4);1;53
;(5, 4);1;54
;(5, 4);1;55
;(5, 4);1;56
;(5, 4);1;57
;(5, 4);1;58
;(5, 4);1;59
;(5, 4);1;60
;(5, 4);1;61
;(5, 4);1;62
;(5, 4);1;63
MoveEast;(6, 4);1;64
;(6, 4);1;65
;(6, 4);1;66
;(6, 4);1;67
MoveEast;(7, 4);1;68
;(7, 4);1;69
;(7, 4);1;70
;(7, 4);1;71
;(7, 4);1;72
;(7, 4);1;73
MoveEast;(8, 4);1;74
;(8, 4);1;75
;(8, 4);1;76
;(8, 4);1;77
;(8, 4);1;78
;(8, 4);1;79
;(8, 4);1;80
;(8, 4);1;81
;(8, 4);1;82
;(8, 4);1;83
;(8, 4);1;84
;(8, 4);1;85
;(8, 4);1;86
;(8, 4);1;87
;(8, 4);1;88
;(8, 4);1;89
;(8, 4);1;90
;(8, 4);1;91
;(8, 4);1;92
;(8, 4);1;93
;(8, 4);1;94
;(8, 4);1;95
;(8, 4);1;96
;(8, 4);1;97
;(8, 4);1;98
;(8, 4);1;99
;(8, 4);1;100
;(8, 4);1;101
;(8, 4);1;102
;(8, 4);1;103
MoveSouth;(8, 5);1;104
;(8, 5);1;105
;(8, 5);1;106
;(8, 5);1;107
;(8, 5);1;108
MoveSouth;(8, 6);1;109
;(8, 6);1;110
;(8, 6);1;111
;(8, 6);1;112
;(8, 6);1;113
;(8, 6);1;114
;(8, 6);1;115
;(8, 6);1;116
;(8, 6);1;117
;(8, 6);1;118
;(8, 6);1;119
;(8, 6);1;120
;(8, 6);1;121
;(8, 6);1;122
;(8, 6);1;123
;(8, 6);1;124
;(8, 6);1;125
;(8, 6);1;126
;(8, 6);1;127
;(8, 6);1;128
;(8, 6);1;129
;(8, 6);1;130
;(8, 6);1;131
;(8, 6);1;132
;(8, 6);1;133
;(8, 6);1;134
;(8, 6);1;135
;(8, 6);1;136
;(8, 6);1;137
;(8, 6);1;138
;(8, 6);1;139
;(8, 6);1;140
;(8, 6);1;141
;(8, 6);1;142
;(8, 6);1;143
;(8, 6);1;144
;(8, 6);1;145
;(8, 6);1;146
;(8, 6);1;147
MoveSouth;(8, 7);1;148
;(8, 7);1;149
;(8, 7);1;150
;(8, 7);1;151
;(8, 7);1;152
;(8, 7);1;153
;(8, 7);1;154
;(8, 7);1;155
;(8, 7);1;156
;(8, 7);1;157
;(8, 7);1;158
;(8, 7);1;159
;(8, 7);1;160
;(8, 7);1;161
;(8, 7);1;162
;(8, 7);1;163
MoveNorth;(8, 6);1;164
;(8, 6);1;165
;(8, 6);1;166
;(8, 6);1;167
;(8, 6);1;168
;(8, 6);1;169
;(8, 6);1;170
GrabObject;(8, 6);1;171
;(8, 6);1;172
;(8, 6);1;173
;(8, 6);1;174
;(8, 6);1;175
;(8, 6);1;176
;(8, 6);1;177
;(8, 6);1;178
;(8, 6);1;179
;(8, 6);1;180
;(8, 6);1;181
MoveWest;(7, 6);1;182
;(7, 6);1;183
;(7, 6);1;184
;(7, 6);1;185
;(7, 6);1;186
;(7, 6);1;187
MoveWest;(6, 6);1;188
;(6, 6);1;189
;(6, 6);1;190
;(6, 6);1;191
MoveWest;(5, 6);1;192
;(5, 6);1;193
;(5, 6);1;194
MoveWest;(4, 6);1;195
;(4, 6);1;196
;(4, 6);1;197
;(4, 6);1;198
MoveWest;(3, 6);1;199
;(3, 6);1;200
;(3, 6);1;201
;(3, 6);1;202
;(3, 6);1;203
;(3, 6);1;204
MoveSouth;(3, 7);1;205
;(3, 7);1;206
;(3, 7);1;207
;(3, 7);1;208
MoveSouth;(3, 8);1;209
;(3, 8);1;210
;(3, 8);1;211
;(3, 8);1;212
MoveSouth;(3, 9);1;213
;(3, 9);1;214
;(3, 9);1;215
;(3, 9);1;216
;(3, 9);1;217
;(3, 9);1;218
MoveSouth;(3, 10);1;219
;(3, 10);1;220
;(3, 10);1;221
;(3, 10);1;222
;(3, 10);1;223
;(3, 10);1;224
;(3, 10);1;225
MoveSouth;(3, 11);1;226
;(3, 11);1;227
;(3, 11);1;228
;(3, 11);1;229
;(3, 11);1;230
;(3, 11);1;231
;(3, 11);1;232
;(3, 11);1;233
;(3, 11);1;234
;(3, 11);1;235
;(3, 11);1;236
;(3, 11);1;237
;(3, 11);1;238
;(3, 11);1;239
;(3, 11);1;240
;(3, 11);1;241
DropObject;(3, 11);1;242
;(3, 11);1;243
;(3, 11);1;244
;(3, 11);1;245
;(3, 11);1;246
;(3, 11);1;247
;(3, 11);1;248
;(3, 11);1;249
;(3, 11);1;250
;(3, 11);1;251
;(3, 11);1;252
;(3, 11);1;253
;(3, 11);1;254
;(3, 11);1;255
;(3, 11);1;256
MoveNorth;(3, 10);1;257
;(3, 10);1;258
;(3, 10);1;259
MoveNorth;(3, 9);1;260
;(3, 9);1;261
;(3, 9);1;262
MoveNorth;(3, 8);1;263
;(3, 8);1;264
;(3, 8);1;265
MoveNorth;(3, 7);1;266
;(3, 7);1;267
;(3, 7);1;268
;(3, 7);1;269
MoveNorth;(3, 6);1;270
;(3, 6);1;271
;(3, 6);1;272
;(3, 6);1;273
;(3, 6);1;274
;(3, 6);1;275
;(3, 6);1;276
;(3, 6);1;277
;(3, 6);1;278
;(3, 6);1;279
;(3, 6);1;280
;(3, 6);1;281
;(3, 6);1;282
;(3, 6);1;283
MoveEast;(4, 6);1;284
;(4, 6);1;285
;(4, 6);1;286
;(4, 6);1;287
MoveEast;(5, 6);1;288
;(5, 6);1;289
;(5, 6);1;290
MoveEast;(6, 6);1;291
;(6, 6);1;292
;(6, 6);1;293
;(6, 6);1;294
;(6, 6);1;295
MoveNorth;(6, 5);1;296
;(6, 5);1;297
;(6, 5);1;298
MoveNorth;(6, 4);1;299
;(6, 4);1;300
;(6, 4);1;301
;(6, 4);1;302
;(6, 4);1;303
;(6, 4);1;304
MoveEast;(7, 4);1;305
;(7, 4);1;306
;(7, 4);1;307
;(7, 4);1;308
;(7, 4);1;309
;(7, 4);1;310
;(7, 4);1;311
;(7, 4);1;312
;(7, 4);1;313
MoveEast;(8, 4);1;314
;(8, 4);1;315
;(8, 4);1;316
;(8, 4);1;317
MoveEast;(9, 4);1;318
;(9, 4);1;319
;(9, 4);1;320
;(9, 4);1;321
;(9, 4);1;322
;(9, 4);1;323
;(9, 4);1;324
;(9, 4);1;325
MoveEast;(10, 4);1;326
;(10, 4);1;327
;(10, 4);1;328
;(10, 4);1;329
;(10, 4);1;330
;(10, 4);1;331
;(10, 4);1;332
;(10, 4);1;333
;(10, 4);1;334
MoveSouth;(10, 5);1;335
;(10, 5);1;336
;(10, 5);1;337
;(10, 5);1;338
;(10, 5);1;339
;(10, 5);1;340
;(10, 5);1;341
;(10, 5);1;342
;(10, 5);1;343
;(10, 5);1;344
;(10, 5);1;345
;(10, 5);1;346
;(10, 5);1;347
;(10, 5);1;348
;(10, 5);1;349
;(10, 5);1;350
;(10, 5);1;351
;(10, 5);1;352
;(10, 5);1;353
;(10, 5);1;354
;(10, 5);1;355
;(10, 5);1;356
;(10, 5);1;357
;(10, 5);1;358
;(10, 5);1;359
;(10, 5);1;360
;(10, 5);1;361
;(10, 5);1;362
;(10, 5);1;363
;(10, 5);1;364
;(10, 5);1;365
;(10, 5);1;366
;(10, 5);1;367
;(10, 5);1;368
;(10, 5);1;369
;(10, 5);1;370
;(10, 5);1;371
;(10, 5);1;372
;(10, 5);1;373
;(10, 5);1;374
;(10, 5);1;375
;(10, 5);1;376
;(10, 5);1;377
;(10, 5);1;378
;(10, 5);1;379
;(10, 5);1;380
;(10, 5);1;381
;(10, 5);1;382
;(10, 5);1;383
;(10, 5);1;384
;(10, 5);1;385
;(10, 5);1;386
;(10, 5);1;387
