human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);MoveEast;(4, 4);False;1;2
;(3, 4);MoveEast;(4, 4);False;1;3
;(3, 4);MoveEast;(4, 4);False;1;4
;(3, 4);MoveEast;(4, 4);False;1;5
;(3, 4);MoveEast;(4, 4);False;1;6
;(3, 4);MoveEast;(4, 4);False;1;7
;(3, 4);MoveEast;(4, 4);False;1;8
;(3, 4);MoveEast;(4, 4);False;1;9
;(3, 4);MoveEast;(4, 4);False;1;10
;(3, 4);MoveEast;(4, 4);False;1;11
;(3, 4);MoveEast;(5, 4);False;1;12
;(3, 4);MoveEast;(5, 4);False;1;13
;(3, 4);MoveEast;(5, 4);False;1;14
;(3, 4);MoveEast;(5, 4);False;1;15
;(3, 4);MoveEast;(5, 4);False;1;16
;(3, 4);MoveEast;(5, 4);False;1;17
;(3, 4);MoveEast;(5, 4);False;1;18
;(3, 4);MoveEast;(5, 4);False;1;19
;(3, 4);MoveEast;(5, 4);False;1;20
;(3, 4);MoveEast;(5, 4);False;1;21
;(3, 4);MoveEast;(5, 4);False;1;22
;(3, 4);MoveEast;(6, 4);False;1;23
;(3, 4);MoveEast;(6, 4);False;1;24
MoveNorth;(3, 3);MoveEast;(6, 4);False;1;25
MoveEast;(4, 3);MoveEast;(6, 4);False;1;26
;(4, 3);MoveEast;(6, 4);False;1;27
MoveNorth;(4, 2);MoveEast;(6, 4);False;1;28
MoveEast;(5, 2);MoveEast;(6, 4);False;1;29
;(5, 2);MoveEast;(6, 4);False;1;30
;(5, 2);MoveEast;(6, 4);False;1;31
MoveEast;(6, 2);MoveEast;(6, 4);False;1;32
;(6, 2);MoveEast;(6, 4);False;1;33
;(6, 2);MoveEast;(7, 4);False;1;34
;(6, 2);;(7, 4);False;1;35
MoveEast;(7, 2);;(7, 4);Follow top, pick up large rock;1;36
;(7, 2);;(7, 4);Follow top, pick up large rock;1;37
;(7, 2);;(7, 4);Follow top, pick up large rock;1;38
;(7, 2);;(7, 4);Follow top, pick up large rock;1;39
;(7, 2);;(7, 4);Follow top, pick up large rock;1;40
;(7, 2);;(7, 4);Follow top, pick up large rock;1;41
;(7, 2);;(7, 4);Follow top, pick up large rock;1;42
;(7, 2);;(7, 4);Follow top, pick up large rock;1;43
;(7, 2);;(7, 4);Follow top, pick up large rock;1;44
;(7, 2);;(7, 4);Follow top, pick up large rock;1;45
;(7, 2);;(7, 4);Follow top, pick up large rock;1;46
;(7, 2);;(7, 4);Follow top, pick up large rock;1;47
;(7, 2);;(7, 4);Follow top, pick up large rock;1;48
;(7, 2);;(7, 4);Follow top, pick up large rock;1;49
;(7, 2);;(7, 4);Follow top, pick up large rock;1;50
;(7, 2);;(7, 4);Follow top, pick up large rock;1;51
;(7, 2);;(7, 4);Follow top, pick up large rock;1;52
MoveNorth;(7, 1);;(7, 4);Follow top, pick up large rock;1;53
