human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
MoveEast;(4, 4);1;34
;(4, 4);1;35
;(4, 4);1;36
;(4, 4);1;37
;(4, 4);1;38
;(4, 4);1;39
;(4, 4);1;40
;(4, 4);1;41
;(4, 4);1;42
;(4, 4);1;43
;(4, 4);1;44
;(4, 4);1;45
MoveEast;(5, 4);1;46
MoveEast;(6, 4);1;47
;(6, 4);1;48
;(6, 4);1;49
;(6, 4);1;50
;(6, 4);1;51
;(6, 4);1;52
;(6, 4);1;53
;(6, 4);1;54
;(6, 4);1;55
;(6, 4);1;56
;(6, 4);1;57
;(6, 4);1;58
;(6, 4);1;59
;(6, 4);1;60
;(6, 4);1;61
;(6, 4);1;62
;(6, 4);1;63
;(6, 4);1;64
;(6, 4);1;65
;(6, 4);1;66
;(6, 4);1;67
;(6, 4);1;68
MoveSouth;(6, 5);1;69
;(6, 5);1;70
;(6, 5);1;71
;(6, 5);1;72
;(6, 5);1;73
;(6, 5);1;74
;(6, 5);1;75
;(6, 5);1;76
;(6, 5);1;77
MoveSouth;(6, 6);1;78
;(6, 6);1;79
;(6, 6);1;80
;(6, 6);1;81
;(6, 6);1;82
;(6, 6);1;83
;(6, 6);1;84
;(6, 6);1;85
;(6, 6);1;86
;(6, 6);1;87
;(6, 6);1;88
;(6, 6);1;89
;(6, 6);1;90
;(6, 6);1;91
;(6, 6);1;92
;(6, 6);1;93
;(6, 6);1;94
;(6, 6);1;95
;(6, 6);1;96
;(6, 6);1;97
;(6, 6);1;98
MoveEast;(7, 6);1;99
;(7, 6);1;100
;(7, 6);1;101
;(7, 6);1;102
;(7, 6);1;103
;(7, 6);1;104
;(7, 6);1;105
;(7, 6);1;106
;(7, 6);1;107
;(7, 6);1;108
;(7, 6);1;109
;(7, 6);1;110
;(7, 6);1;111
;(7, 6);1;112
;(7, 6);1;113
;(7, 6);1;114
;(7, 6);1;115
;(7, 6);1;116
;(7, 6);1;117
;(7, 6);1;118
;(7, 6);1;119
;(7, 6);1;120
;(7, 6);1;121
;(7, 6);1;122
;(7, 6);1;123
;(7, 6);1;124
;(7, 6);1;125
;(7, 6);1;126
;(7, 6);1;127
;(7, 6);1;128
;(7, 6);1;129
;(7, 6);1;130
;(7, 6);1;131
;(7, 6);1;132
;(7, 6);1;133
;(7, 6);1;134
;(7, 6);1;135
;(7, 6);1;136
MoveEast;(8, 6);1;137
;(8, 6);1;138
;(8, 6);1;139
;(8, 6);1;140
;(8, 6);1;141
;(8, 6);1;142
;(8, 6);1;143
;(8, 6);1;144
;(8, 6);1;145
;(8, 6);1;146
;(8, 6);1;147
;(8, 6);1;148
;(8, 6);1;149
;(8, 6);1;150
;(8, 6);1;151
GrabObject;(8, 6);1;152
;(8, 6);1;153
;(8, 6);1;154
;(8, 6);1;155
;(8, 6);1;156
;(8, 6);1;157
;(8, 6);1;158
;(8, 6);1;159
;(8, 6);1;160
;(8, 6);1;161
;(8, 6);1;162
;(8, 6);1;163
;(8, 6);1;164
;(8, 6);1;165
MoveWest;(7, 6);1;166
;(7, 6);1;167
;(7, 6);1;168
;(7, 6);1;169
;(7, 6);1;170
;(7, 6);1;171
;(7, 6);1;172
;(7, 6);1;173
;(7, 6);1;174
;(7, 6);1;175
;(7, 6);1;176
;(7, 6);1;177
MoveWest;(6, 6);1;178
MoveWest;(5, 6);1;179
MoveWest;(4, 6);1;180
;(4, 6);1;181
;(4, 6);1;182
;(4, 6);1;183
;(4, 6);1;184
;(4, 6);1;185
;(4, 6);1;186
;(4, 6);1;187
;(4, 6);1;188
;(4, 6);1;189
;(4, 6);1;190
;(4, 6);1;191
;(4, 6);1;192
;(4, 6);1;193
MoveWest;(3, 6);1;194
;(3, 6);1;195
;(3, 6);1;196
;(3, 6);1;197
;(3, 6);1;198
;(3, 6);1;199
;(3, 6);1;200
;(3, 6);1;201
;(3, 6);1;202
;(3, 6);1;203
;(3, 6);1;204
;(3, 6);1;205
MoveWest;(2, 6);1;206
;(2, 6);1;207
;(2, 6);1;208
;(2, 6);1;209
;(2, 6);1;210
;(2, 6);1;211
;(2, 6);1;212
;(2, 6);1;213
;(2, 6);1;214
;(2, 6);1;215
;(2, 6);1;216
;(2, 6);1;217
;(2, 6);1;218
;(2, 6);1;219
;(2, 6);1;220
;(2, 6);1;221
;(2, 6);1;222
;(2, 6);1;223
;(2, 6);1;224
;(2, 6);1;225
;(2, 6);1;226
DropObject;(2, 6);1;227
;(2, 6);1;228
;(2, 6);1;229
;(2, 6);1;230
;(2, 6);1;231
;(2, 6);1;232
;(2, 6);1;233
;(2, 6);1;234
;(2, 6);1;235
;(2, 6);1;236
;(2, 6);1;237
;(2, 6);1;238
;(2, 6);1;239
;(2, 6);1;240
;(2, 6);1;241
MoveEast;(3, 6);1;242
;(3, 6);1;243
;(3, 6);1;244
;(3, 6);1;245
;(3, 6);1;246
;(3, 6);1;247
;(3, 6);1;248
;(3, 6);1;249
;(3, 6);1;250
;(3, 6);1;251
MoveEast;(4, 6);1;252
MoveEast;(5, 6);1;253
MoveEast;(6, 6);1;254
MoveEast;(7, 6);1;255
MoveEast;(8, 6);1;256
MoveEast;(9, 6);1;257
MoveEast;(10, 6);1;258
MoveEast;(11, 6);1;259
MoveEast;(12, 6);1;260
MoveEast;(13, 6);1;261
MoveEast;(14, 6);1;262
MoveEast;(15, 6);1;263
MoveEast;(16, 6);1;264
MoveEast;(17, 6);1;265
MoveEast;(18, 6);1;266
;(18, 6);1;267
;(18, 6);1;268
;(18, 6);1;269
;(18, 6);1;270
;(18, 6);1;271
;(18, 6);1;272
MoveWest;(17, 6);1;273
;(17, 6);1;274
;(17, 6);1;275
;(17, 6);1;276
;(17, 6);1;277
;(17, 6);1;278
;(17, 6);1;279
;(17, 6);1;280
;(17, 6);1;281
;(17, 6);1;282
MoveWest;(16, 6);1;283
MoveWest;(15, 6);1;284
MoveWest;(14, 6);1;285
MoveWest;(13, 6);1;286
MoveWest;(12, 6);1;287
;(12, 6);1;288
;(12, 6);1;289
;(12, 6);1;290
;(12, 6);1;291
;(12, 6);1;292
;(12, 6);1;293
;(12, 6);1;294
;(12, 6);1;295
;(12, 6);1;296
;(12, 6);1;297
;(12, 6);1;298
;(12, 6);1;299
;(12, 6);1;300
;(12, 6);1;301
;(12, 6);1;302
;(12, 6);1;303
;(12, 6);1;304
;(12, 6);1;305
;(12, 6);1;306
;(12, 6);1;307
;(12, 6);1;308
;(12, 6);1;309
MoveWest;(11, 6);1;310
;(11, 6);1;311
;(11, 6);1;312
;(11, 6);1;313
;(11, 6);1;314
;(11, 6);1;315
;(11, 6);1;316
;(11, 6);1;317
MoveWest;(10, 6);1;318
;(10, 6);1;319
;(10, 6);1;320
;(10, 6);1;321
MoveWest;(9, 6);1;322
;(9, 6);1;323
;(9, 6);1;324
MoveWest;(8, 6);1;325
;(8, 6);1;326
;(8, 6);1;327
;(8, 6);1;328
;(8, 6);1;329
;(8, 6);1;330
;(8, 6);1;331
;(8, 6);1;332
;(8, 6);1;333
;(8, 6);1;334
;(8, 6);1;335
;(8, 6);1;336
;(8, 6);1;337
;(8, 6);1;338
;(8, 6);1;339
;(8, 6);1;340
;(8, 6);1;341
;(8, 6);1;342
;(8, 6);1;343
;(8, 6);1;344
MoveEast;(9, 6);1;345
;(9, 6);1;346
;(9, 6);1;347
;(9, 6);1;348
;(9, 6);1;349
MoveEast;(10, 6);1;350
;(10, 6);1;351
;(10, 6);1;352
;(10, 6);1;353
;(10, 6);1;354
;(10, 6);1;355
;(10, 6);1;356
;(10, 6);1;357
;(10, 6);1;358
GrabObject;(10, 6);1;359
;(10, 6);1;360
;(10, 6);1;361
;(10, 6);1;362
;(10, 6);1;363
;(10, 6);1;364
;(10, 6);1;365
;(10, 6);1;366
;(10, 6);1;367
;(10, 6);1;368
MoveWest;(9, 6);1;369
;(9, 6);1;370
;(9, 6);1;371
;(9, 6);1;372
;(9, 6);1;373
;(9, 6);1;374
;(9, 6);1;375
;(9, 6);1;376
;(9, 6);1;377
;(9, 6);1;378
;(9, 6);1;379
;(9, 6);1;380
MoveWest;(8, 6);1;381
MoveWest;(7, 6);1;382
MoveWest;(6, 6);1;383
