human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
;(3, 4);1;42
;(3, 4);1;43
;(3, 4);1;44
;(3, 4);1;45
;(3, 4);1;46
;(3, 4);1;47
;(3, 4);1;48
;(3, 4);1;49
;(3, 4);1;50
;(3, 4);1;51
;(3, 4);1;52
;(3, 4);1;53
;(3, 4);1;54
;(3, 4);1;55
;(3, 4);1;56
;(3, 4);1;57
;(3, 4);1;58
;(3, 4);1;59
;(3, 4);1;60
;(3, 4);1;61
;(3, 4);1;62
;(3, 4);1;63
;(3, 4);1;64
;(3, 4);1;65
;(3, 4);1;66
;(3, 4);1;67
;(3, 4);1;68
;(3, 4);1;69
;(3, 4);1;70
;(3, 4);1;71
;(3, 4);1;72
;(3, 4);1;73
;(3, 4);1;74
;(3, 4);1;75
;(3, 4);1;76
;(3, 4);1;77
;(3, 4);1;78
;(3, 4);1;79
;(3, 4);1;80
;(3, 4);1;81
;(3, 4);1;82
;(3, 4);1;83
;(3, 4);1;84
;(3, 4);1;85
;(3, 4);1;86
;(3, 4);1;87
;(3, 4);1;88
;(3, 4);1;89
;(3, 4);1;90
;(3, 4);1;91
;(3, 4);1;92
;(3, 4);1;93
;(3, 4);1;94
;(3, 4);1;95
;(3, 4);1;96
;(3, 4);1;97
;(3, 4);1;98
;(3, 4);1;99
;(3, 4);1;100
;(3, 4);1;101
;(3, 4);1;102
;(3, 4);1;103
;(3, 4);1;104
;(3, 4);1;105
;(3, 4);1;106
;(3, 4);1;107
;(3, 4);1;108
;(3, 4);1;109
;(3, 4);1;110
;(3, 4);1;111
;(3, 4);1;112
;(3, 4);1;113
;(3, 4);1;114
;(3, 4);1;115
;(3, 4);1;116
;(3, 4);1;117
;(3, 4);1;118
;(3, 4);1;119
;(3, 4);1;120
;(3, 4);1;121
;(3, 4);1;122
;(3, 4);1;123
;(3, 4);1;124
;(3, 4);1;125
;(3, 4);1;126
;(3, 4);1;127
;(3, 4);1;128
;(3, 4);1;129
;(3, 4);1;130
;(3, 4);1;131
;(3, 4);1;132
;(3, 4);1;133
;(3, 4);1;134
;(3, 4);1;135
;(3, 4);1;136
;(3, 4);1;137
;(3, 4);1;138
;(3, 4);1;139
;(3, 4);1;140
;(3, 4);1;141
;(3, 4);1;142
;(3, 4);1;143
;(3, 4);1;144
;(3, 4);1;145
;(3, 4);1;146
;(3, 4);1;147
;(3, 4);1;148
;(3, 4);1;149
;(3, 4);1;150
;(3, 4);1;151
;(3, 4);1;152
;(3, 4);1;153
;(3, 4);1;154
;(3, 4);1;155
;(3, 4);1;156
;(3, 4);1;157
MoveNorth;(3, 3);1;158
;(3, 3);1;159
;(3, 3);1;160
;(3, 3);1;161
;(3, 3);1;162
;(3, 3);1;163
;(3, 3);1;164
MoveNorth;(3, 2);1;165
;(3, 2);1;166
;(3, 2);1;167
;(3, 2);1;168
;(3, 2);1;169
;(3, 2);1;170
GrabObject;(3, 2);1;171
;(3, 2);1;172
;(3, 2);1;173
;(3, 2);1;174
;(3, 2);1;175
;(3, 2);1;176
;(3, 2);1;177
;(3, 2);1;178
;(3, 2);1;179
;(3, 2);1;180
;(3, 2);1;181
GrabObject;(3, 2);1;182
GrabObject;(3, 2);1;183
GrabObject;(3, 2);1;184
;(3, 2);1;185
;(3, 2);1;186
;(3, 2);1;187
;(3, 2);1;188
;(3, 2);1;189
;(3, 2);1;190
;(3, 2);1;191
;(3, 2);1;192
;(3, 2);1;193
;(3, 2);1;194
;(3, 2);1;195
;(3, 2);1;196
;(3, 2);1;197
;(3, 2);1;198
;(3, 2);1;199
;(3, 2);1;200
MoveEast;(4, 2);1;201
;(4, 2);1;202
;(4, 2);1;203
;(4, 2);1;204
;(4, 2);1;205
;(4, 2);1;206
;(4, 2);1;207
;(4, 2);1;208
;(4, 2);1;209
MoveEast;(5, 2);1;210
;(5, 2);1;211
MoveEast;(6, 2);1;212
MoveEast;(7, 2);1;213
MoveEast;(8, 2);1;214
;(8, 2);1;215
MoveEast;(9, 2);1;216
;(9, 2);1;217
MoveEast;(10, 2);1;218
;(10, 2);1;219
MoveEast;(11, 2);1;220
MoveEast;(12, 2);1;221
;(12, 2);1;222
MoveEast;(13, 2);1;223
MoveEast;(14, 2);1;224
;(14, 2);1;225
MoveEast;(15, 2);1;226
;(15, 2);1;227
;(15, 2);1;228
;(15, 2);1;229
;(15, 2);1;230
;(15, 2);1;231
;(15, 2);1;232
;(15, 2);1;233
;(15, 2);1;234
;(15, 2);1;235
;(15, 2);1;236
;(15, 2);1;237
;(15, 2);1;238
;(15, 2);1;239
;(15, 2);1;240
;(15, 2);1;241
;(15, 2);1;242
MoveWest;(14, 2);1;243
;(14, 2);1;244
;(14, 2);1;245
;(14, 2);1;246
;(14, 2);1;247
;(14, 2);1;248
MoveWest;(13, 2);1;249
;(13, 2);1;250
;(13, 2);1;251
;(13, 2);1;252
;(13, 2);1;253
;(13, 2);1;254
;(13, 2);1;255
;(13, 2);1;256
;(13, 2);1;257
;(13, 2);1;258
;(13, 2);1;259
;(13, 2);1;260
;(13, 2);1;261
;(13, 2);1;262
;(13, 2);1;263
MoveWest;(12, 2);1;264
;(12, 2);1;265
;(12, 2);1;266
;(12, 2);1;267
;(12, 2);1;268
;(12, 2);1;269
;(12, 2);1;270
;(12, 2);1;271
;(12, 2);1;272
;(12, 2);1;273
;(12, 2);1;274
;(12, 2);1;275
;(12, 2);1;276
;(12, 2);1;277
;(12, 2);1;278
MoveWest;(11, 2);1;279
;(11, 2);1;280
;(11, 2);1;281
;(11, 2);1;282
;(11, 2);1;283
MoveWest;(10, 2);1;284
;(10, 2);1;285
;(10, 2);1;286
;(10, 2);1;287
;(10, 2);1;288
;(10, 2);1;289
;(10, 2);1;290
;(10, 2);1;291
;(10, 2);1;292
;(10, 2);1;293
;(10, 2);1;294
;(10, 2);1;295
;(10, 2);1;296
;(10, 2);1;297
;(10, 2);1;298
;(10, 2);1;299
;(10, 2);1;300
;(10, 2);1;301
MoveSouth;(10, 3);1;302
;(10, 3);1;303
;(10, 3);1;304
;(10, 3);1;305
;(10, 3);1;306
;(10, 3);1;307
;(10, 3);1;308
;(10, 3);1;309
;(10, 3);1;310
;(10, 3);1;311
;(10, 3);1;312
;(10, 3);1;313
;(10, 3);1;314
;(10, 3);1;315
;(10, 3);1;316
;(10, 3);1;317
;(10, 3);1;318
;(10, 3);1;319
;(10, 3);1;320
;(10, 3);1;321
;(10, 3);1;322
;(10, 3);1;323
;(10, 3);1;324
GrabObject;(10, 3);1;325
;(10, 3);1;326
;(10, 3);1;327
;(10, 3);1;328
;(10, 3);1;329
;(10, 3);1;330
;(10, 3);1;331
;(10, 3);1;332
;(10, 3);1;333
;(10, 3);1;334
GrabObject;(10, 3);1;335
GrabObject;(10, 3);1;336
GrabObject;(10, 3);1;337
;(10, 3);1;338
GrabObject;(10, 3);1;339
MoveNorth;(10, 2);1;340
;(10, 2);1;341
;(10, 2);1;342
;(10, 2);1;343
;(10, 2);1;344
;(10, 2);1;345
;(10, 2);1;346
;(10, 2);1;347
;(10, 2);1;348
;(10, 2);1;349
;(10, 2);1;350
MoveNorth;(10, 1);1;351
;(10, 1);1;352
;(10, 1);1;353
;(10, 1);1;354
;(10, 1);1;355
;(10, 1);1;356
;(10, 1);1;357
;(10, 1);1;358
;(10, 1);1;359
;(10, 1);1;360
MoveNorth;(10, 0);1;361
;(10, 0);1;362
;(10, 0);1;363
MoveNorth;(10, 0);1;364
;(10, 0);1;365
;(10, 0);1;366
;(10, 0);1;367
;(10, 0);1;368
;(10, 0);1;369
;(10, 0);1;370
;(10, 0);1;371
;(10, 0);1;372
;(10, 0);1;373
;(10, 0);1;374
;(10, 0);1;375
;(10, 0);1;376
;(10, 0);1;377
;(10, 0);1;378
;(10, 0);1;379
;(10, 0);1;380
;(10, 0);1;381
;(10, 0);1;382
;(10, 0);1;383
;(10, 0);1;384
;(10, 0);1;385
;(10, 0);1;386
;(10, 0);1;387
;(10, 0);1;388
;(10, 0);1;389
;(10, 0);1;390
