human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveEast;(4, 4);;(4, 4);False;1;1
MoveEast;(5, 4);;(4, 4);Round 2;1;2
;(5, 4);;(4, 4);Round 2;1;3
;(5, 4);MoveEast;(4, 4);Round 2;1;4
;(5, 4);MoveEast;(4, 4);Round 2;1;5
;(5, 4);MoveEast;(4, 4);Round 2;1;6
;(5, 4);MoveEast;(4, 4);Round 2;1;7
;(5, 4);MoveEast;(4, 4);Round 2;1;8
;(5, 4);MoveEast;(4, 4);Round 2;1;9
;(5, 4);MoveEast;(4, 4);Round 2;1;10
;(5, 4);MoveEast;(4, 4);Round 2;1;11
MoveEast;(6, 4);MoveEast;(4, 4);Round 2;1;12
;(6, 4);MoveEast;(4, 4);Round 2;1;13
;(6, 4);MoveEast;(5, 4);Round 2;1;14
;(6, 4);MoveNorthEast;(5, 4);Round 2;1;15
MoveEast;(7, 4);MoveNorthEast;(5, 4);Round 2;1;16
;(7, 4);MoveNorthEast;(5, 4);Round 2;1;17
;(7, 4);MoveNorthEast;(5, 4);Round 2;1;18
MoveEast;(8, 4);MoveNorthEast;(5, 4);Round 2;1;19
;(8, 4);MoveNorthEast;(5, 4);Round 2;1;20
;(8, 4);MoveNorthEast;(5, 4);Round 2;1;21
MoveEast;(9, 4);MoveNorthEast;(5, 4);Round 2;1;22
;(9, 4);MoveNorthEast;(5, 4);Round 2;1;23
;(9, 4);MoveNorthEast;(5, 4);Round 2;1;24
;(9, 4);MoveNorthEast;(6, 3);Round 2;1;25
;(9, 4);MoveEast;(6, 3);Round 2;1;26
MoveEast;(10, 4);MoveEast;(6, 3);Round 2;1;27
;(10, 4);MoveEast;(6, 3);Round 2;1;28
;(10, 4);MoveEast;(6, 3);Round 2;1;29
MoveEast;(11, 4);MoveEast;(6, 3);Round 2;1;30
;(11, 4);MoveEast;(6, 3);Round 2;1;31
;(11, 4);MoveEast;(6, 3);Round 2;1;32
;(11, 4);MoveEast;(6, 3);Round 2;1;33
MoveEast;(12, 4);MoveEast;(6, 3);Round 2;1;34
;(12, 4);MoveEast;(6, 3);Round 2;1;35
;(12, 4);MoveEast;(7, 3);Round 2;1;36
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;37
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;38
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;39
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;40
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;41
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;42
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;43
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;44
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;45
;(12, 4);MoveNorthEast;(7, 3);Round 2;1;46
;(12, 4);MoveNorthEast;(8, 2);Round 2;1;47
;(12, 4);MoveEast;(8, 2);Round 2;1;48
;(12, 4);MoveEast;(8, 2);Round 2;1;49
;(12, 4);MoveEast;(8, 2);Round 2;1;50
;(12, 4);MoveEast;(8, 2);Round 2;1;51
MoveWest;(11, 4);MoveEast;(8, 2);Round 2;1;52
;(11, 4);MoveEast;(8, 2);Round 2;1;53
;(11, 4);MoveEast;(8, 2);Round 2;1;54
MoveWest;(10, 4);MoveEast;(8, 2);Round 2;1;55
;(10, 4);MoveEast;(8, 2);Round 2;1;56
MoveWest;(9, 4);MoveEast;(8, 2);Round 2;1;57
;(9, 4);MoveEast;(9, 2);Round 2;1;58
;(9, 4);GrabLargeObject;(9, 2);Round 2;1;59
MoveWest;(8, 4);GrabLargeObject;(9, 2);Round 2;1;60
;(8, 4);GrabLargeObject;(9, 2);Round 2;1;61
MoveWest;(7, 4);GrabLargeObject;(9, 2);Round 2;1;62
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;63
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;64
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;65
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;66
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;67
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;68
;(7, 4);GrabLargeObject;(9, 2);Round 2;1;69
MoveEast;(8, 4);;(9, 2);Round 2;1;70
;(8, 4);;(9, 2);Round 2;1;71
;(8, 4);MoveSouthEast;(9, 2);Round 2;1;72
;(8, 4);MoveSouthEast;(9, 2);Round 2;1;73
;(8, 4);MoveSouthEast;(9, 2);Round 2;1;74
MoveEast;(9, 4);MoveSouthEast;(9, 2);Round 2;1;75
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;76
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;77
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;78
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;79
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;80
;(9, 4);MoveSouthEast;(9, 2);Round 2;1;81
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;82
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;83
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;84
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;85
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;86
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;87
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;88
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;89
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;90
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;91
;(9, 4);MoveSouthEast;(10, 3);Round 2;1;92
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;93
GrabObject;(9, 4);MoveSouthEast;(11, 4);Round 2;1;94
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;95
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;96
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;97
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;98
;(9, 4);MoveSouthEast;(11, 4);Round 2;1;99
MoveEast;(10, 4);MoveSouthEast;(11, 4);Round 2;1;100
;(10, 4);MoveSouthEast;(11, 4);Round 2;1;101
;(10, 4);MoveSouthEast;(11, 4);Round 2;1;102
;(10, 4);MoveSouthEast;(11, 4);Round 2;1;103
MoveEast;(11, 4);MoveSouthEast;(12, 5);Round 2;1;104
;(11, 4);MoveSouthEast;(12, 5);Round 2;1;105
MoveEast;(12, 4);MoveSouthEast;(12, 5);Round 2;1;106
;(12, 4);MoveSouthEast;(12, 5);Round 2;1;107
MoveEast;(13, 4);MoveSouthEast;(12, 5);Round 2;1;108
;(13, 4);MoveSouthEast;(12, 5);Round 2;1;109
;(13, 4);MoveSouthEast;(12, 5);Round 2;1;110
;(13, 4);MoveSouthEast;(12, 5);Round 2;1;111
MoveEast;(14, 4);MoveSouthEast;(12, 5);Round 2;1;112
;(14, 4);MoveSouthEast;(12, 5);Round 2;1;113
;(14, 4);MoveSouthEast;(12, 5);Round 2;1;114
MoveEast;(15, 4);MoveSouthEast;(13, 6);Round 2;1;115
;(15, 4);MoveSouthEast;(13, 6);Round 2;1;116
;(15, 4);MoveSouthEast;(13, 6);Round 2;1;117
MoveEast;(16, 4);MoveSouthEast;(13, 6);Round 2;1;118
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;119
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;120
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;121
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;122
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;123
;(16, 4);MoveSouthEast;(13, 6);Round 2;1;124
MoveEast;(17, 4);MoveSouthEast;(13, 6);Round 2;1;125
;(17, 4);MoveSouthEast;(14, 7);Round 2;1;126
;(17, 4);MoveEast;(14, 7);Round 2;1;127
;(17, 4);MoveEast;(14, 7);Round 2;1;128
MoveEast;(18, 4);MoveEast;(14, 7);Round 2;1;129
;(18, 4);MoveEast;(14, 7);Round 2;1;130
;(18, 4);MoveEast;(14, 7);Round 2;1;131
DropObject;(18, 4);MoveEast;(14, 7);Round 2;1;132
;(18, 4);MoveEast;(14, 7);Round 2;1;133
;(18, 4);MoveEast;(14, 7);Round 2;1;134
MoveWest;(17, 4);MoveEast;(14, 7);Round 2;1;135
;(17, 4);MoveEast;(14, 7);Round 2;1;136
MoveWest;(16, 4);MoveEast;(15, 7);Round 2;1;137
;(16, 4);MoveSouthEast;(15, 7);Round 2;1;138
;(16, 4);MoveSouthEast;(15, 7);Round 2;1;139
;(16, 4);MoveSouthEast;(15, 7);Round 2;1;140
MoveWest;(15, 4);MoveSouthEast;(15, 7);Round 2;1;141
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;142
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;143
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;144
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;145
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;146
;(15, 4);MoveSouthEast;(15, 7);Round 2;1;147
;(15, 4);MoveSouthEast;(16, 8);Round 2;1;148
;(15, 4);DropLargeObject;(16, 8);Round 2;1;149
MoveWest;(14, 4);DropLargeObject;(16, 8);Round 2;1;150
MoveWest;(13, 4);DropLargeObject;(16, 8);Round 2;1;151
;(13, 4);DropLargeObject;(16, 8);Round 2;1;152
;(13, 4);DropLargeObject;(16, 8);Round 2;1;153
;(13, 4);DropLargeObject;(16, 8);Round 2;1;154
;(13, 4);DropLargeObject;(16, 8);Round 2;1;155
;(13, 4);DropLargeObject;(16, 8);Round 2;1;156
;(13, 4);DropLargeObject;(16, 8);Round 2;1;157
;(13, 4);DropLargeObject;(16, 8);Round 2;1;158
;(13, 4);DropLargeObject;(16, 8);Round 2;1;159
;(13, 4);;(16, 8);Round 2;1;160
MoveWest;(12, 4);;(16, 8);Round 2;1;161
MoveWest;(11, 4);;(16, 8);Round 2;1;162
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;163
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;164
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;165
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;166
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;167
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;168
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;169
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;170
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;171
;(11, 4);MoveNorthWest;(16, 8);Round 2;1;172
;(11, 4);MoveNorthWest;(15, 7);Round 2;1;173
;(11, 4);MoveWest;(15, 7);Round 2;1;174
;(11, 4);MoveWest;(15, 7);Round 2;1;175
;(11, 4);MoveWest;(15, 7);Round 2;1;176
;(11, 4);MoveWest;(15, 7);Round 2;1;177
;(11, 4);MoveWest;(15, 7);Round 2;1;178
MoveSouth;(11, 5);MoveWest;(15, 7);Round 2;1;179
;(11, 5);MoveWest;(15, 7);Round 2;1;180
;(11, 5);MoveWest;(15, 7);Round 2;1;181
MoveSouth;(11, 6);MoveWest;(15, 7);Round 2;1;182
;(11, 6);MoveWest;(15, 7);Round 2;1;183
;(11, 6);MoveWest;(14, 7);Round 2;1;184
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;185
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;186
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;187
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;188
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;189
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;190
;(11, 6);MoveNorthWest;(14, 7);Round 2;1;191
