human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveEast;(4, 4);1;1
;(4, 4);1;2
;(4, 4);1;3
;(4, 4);1;4
;(4, 4);1;5
;(4, 4);1;6
;(4, 4);1;7
;(4, 4);1;8
;(4, 4);1;9
;(4, 4);1;10
;(4, 4);1;11
;(4, 4);1;12
;(4, 4);1;13
;(4, 4);1;14
;(4, 4);1;15
;(4, 4);1;16
;(4, 4);1;17
;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
;(4, 4);1;24
;(4, 4);1;25
;(4, 4);1;26
;(4, 4);1;27
;(4, 4);1;28
MoveEast;(5, 4);1;29
;(5, 4);1;30
;(5, 4);1;31
;(5, 4);1;32
;(5, 4);1;33
;(5, 4);1;34
;(5, 4);1;35
;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
;(5, 4);1;39
MoveEast;(6, 4);1;40
;(6, 4);1;41
;(6, 4);1;42
;(6, 4);1;43
;(6, 4);1;44
;(6, 4);1;45
;(6, 4);1;46
;(6, 4);1;47
;(6, 4);1;48
;(6, 4);1;49
MoveEast;(7, 4);1;50
;(7, 4);1;51
;(7, 4);1;52
;(7, 4);1;53
;(7, 4);1;54
;(7, 4);1;55
;(7, 4);1;56
;(7, 4);1;57
;(7, 4);1;58
;(7, 4);1;59
;(7, 4);1;60
;(7, 4);1;61
;(7, 4);1;62
;(7, 4);1;63
;(7, 4);1;64
;(7, 4);1;65
;(7, 4);1;66
;(7, 4);1;67
MoveEast;(8, 4);1;68
;(8, 4);1;69
;(8, 4);1;70
;(8, 4);1;71
;(8, 4);1;72
;(8, 4);1;73
;(8, 4);1;74
;(8, 4);1;75
;(8, 4);1;76
;(8, 4);1;77
MoveEast;(9, 4);1;78
;(9, 4);1;79
;(9, 4);1;80
;(9, 4);1;81
;(9, 4);1;82
;(9, 4);1;83
;(9, 4);1;84
;(9, 4);1;85
;(9, 4);1;86
;(9, 4);1;87
;(9, 4);1;88
;(9, 4);1;89
;(9, 4);1;90
;(9, 4);1;91
;(9, 4);1;92
;(9, 4);1;93
;(9, 4);1;94
;(9, 4);1;95
;(9, 4);1;96
;(9, 4);1;97
;(9, 4);1;98
;(9, 4);1;99
;(9, 4);1;100
;(9, 4);1;101
;(9, 4);1;102
;(9, 4);1;103
;(9, 4);1;104
;(9, 4);1;105
;(9, 4);1;106
;(9, 4);1;107
;(9, 4);1;108
;(9, 4);1;109
;(9, 4);1;110
;(9, 4);1;111
;(9, 4);1;112
;(9, 4);1;113
;(9, 4);1;114
;(9, 4);1;115
;(9, 4);1;116
;(9, 4);1;117
;(9, 4);1;118
;(9, 4);1;119
;(9, 4);1;120
;(9, 4);1;121
;(9, 4);1;122
;(9, 4);1;123
GrabObject;(9, 4);1;124
;(9, 4);1;125
;(9, 4);1;126
;(9, 4);1;127
;(9, 4);1;128
;(9, 4);1;129
;(9, 4);1;130
;(9, 4);1;131
;(9, 4);1;132
;(9, 4);1;133
;(9, 4);1;134
;(9, 4);1;135
;(9, 4);1;136
;(9, 4);1;137
;(9, 4);1;138
;(9, 4);1;139
;(9, 4);1;140
;(9, 4);1;141
;(9, 4);1;142
;(9, 4);1;143
;(9, 4);1;144
;(9, 4);1;145
;(9, 4);1;146
;(9, 4);1;147
;(9, 4);1;148
;(9, 4);1;149
;(9, 4);1;150
;(9, 4);1;151
;(9, 4);1;152
;(9, 4);1;153
;(9, 4);1;154
;(9, 4);1;155
;(9, 4);1;156
;(9, 4);1;157
;(9, 4);1;158
;(9, 4);1;159
;(9, 4);1;160
MoveWest;(8, 4);1;161
;(8, 4);1;162
;(8, 4);1;163
;(8, 4);1;164
;(8, 4);1;165
;(8, 4);1;166
;(8, 4);1;167
;(8, 4);1;168
;(8, 4);1;169
MoveWest;(7, 4);1;170
;(7, 4);1;171
;(7, 4);1;172
;(7, 4);1;173
;(7, 4);1;174
;(7, 4);1;175
;(7, 4);1;176
;(7, 4);1;177
;(7, 4);1;178
;(7, 4);1;179
;(7, 4);1;180
MoveWest;(6, 4);1;181
;(6, 4);1;182
;(6, 4);1;183
;(6, 4);1;184
;(6, 4);1;185
;(6, 4);1;186
;(6, 4);1;187
;(6, 4);1;188
;(6, 4);1;189
;(6, 4);1;190
;(6, 4);1;191
;(6, 4);1;192
;(6, 4);1;193
;(6, 4);1;194
;(6, 4);1;195
;(6, 4);1;196
;(6, 4);1;197
;(6, 4);1;198
;(6, 4);1;199
;(6, 4);1;200
;(6, 4);1;201
;(6, 4);1;202
;(6, 4);1;203
;(6, 4);1;204
;(6, 4);1;205
;(6, 4);1;206
;(6, 4);1;207
;(6, 4);1;208
;(6, 4);1;209
;(6, 4);1;210
;(6, 4);1;211
;(6, 4);1;212
;(6, 4);1;213
;(6, 4);1;214
;(6, 4);1;215
;(6, 4);1;216
MoveWest;(5, 4);1;217
;(5, 4);1;218
;(5, 4);1;219
;(5, 4);1;220
;(5, 4);1;221
;(5, 4);1;222
;(5, 4);1;223
;(5, 4);1;224
;(5, 4);1;225
;(5, 4);1;226
;(5, 4);1;227
;(5, 4);1;228
;(5, 4);1;229
;(5, 4);1;230
;(5, 4);1;231
;(5, 4);1;232
;(5, 4);1;233
;(5, 4);1;234
;(5, 4);1;235
;(5, 4);1;236
;(5, 4);1;237
;(5, 4);1;238
;(5, 4);1;239
;(5, 4);1;240
;(5, 4);1;241
;(5, 4);1;242
DropObject;(5, 4);1;243
;(5, 4);1;244
;(5, 4);1;245
;(5, 4);1;246
;(5, 4);1;247
;(5, 4);1;248
;(5, 4);1;249
;(5, 4);1;250
;(5, 4);1;251
;(5, 4);1;252
;(5, 4);1;253
;(5, 4);1;254
;(5, 4);1;255
;(5, 4);1;256
;(5, 4);1;257
;(5, 4);1;258
;(5, 4);1;259
;(5, 4);1;260
;(5, 4);1;261
;(5, 4);1;262
;(5, 4);1;263
;(5, 4);1;264
;(5, 4);1;265
;(5, 4);1;266
;(5, 4);1;267
;(5, 4);1;268
;(5, 4);1;269
;(5, 4);1;270
;(5, 4);1;271
;(5, 4);1;272
;(5, 4);1;273
;(5, 4);1;274
;(5, 4);1;275
;(5, 4);1;276
;(5, 4);1;277
;(5, 4);1;278
;(5, 4);1;279
;(5, 4);1;280
;(5, 4);1;281
;(5, 4);1;282
;(5, 4);1;283
;(5, 4);1;284
;(5, 4);1;285
;(5, 4);1;286
;(5, 4);1;287
;(5, 4);1;288
;(5, 4);1;289
;(5, 4);1;290
;(5, 4);1;291
;(5, 4);1;292
;(5, 4);1;293
;(5, 4);1;294
;(5, 4);1;295
;(5, 4);1;296
;(5, 4);1;297
;(5, 4);1;298
MoveEast;(6, 4);1;299
;(6, 4);1;300
;(6, 4);1;301
;(6, 4);1;302
;(6, 4);1;303
;(6, 4);1;304
;(6, 4);1;305
;(6, 4);1;306
;(6, 4);1;307
MoveEast;(7, 4);1;308
;(7, 4);1;309
;(7, 4);1;310
MoveEast;(8, 4);1;311
;(8, 4);1;312
;(8, 4);1;313
;(8, 4);1;314
MoveEast;(9, 4);1;315
;(9, 4);1;316
;(9, 4);1;317
MoveEast;(10, 4);1;318
;(10, 4);1;319
;(10, 4);1;320
;(10, 4);1;321
;(10, 4);1;322
;(10, 4);1;323
;(10, 4);1;324
;(10, 4);1;325
;(10, 4);1;326
;(10, 4);1;327
;(10, 4);1;328
;(10, 4);1;329
;(10, 4);1;330
;(10, 4);1;331
;(10, 4);1;332
;(10, 4);1;333
;(10, 4);1;334
;(10, 4);1;335
;(10, 4);1;336
;(10, 4);1;337
;(10, 4);1;338
;(10, 4);1;339
;(10, 4);1;340
;(10, 4);1;341
;(10, 4);1;342
;(10, 4);1;343
;(10, 4);1;344
;(10, 4);1;345
;(10, 4);1;346
;(10, 4);1;347
;(10, 4);1;348
;(10, 4);1;349
;(10, 4);1;350
;(10, 4);1;351
;(10, 4);1;352
;(10, 4);1;353
;(10, 4);1;354
;(10, 4);1;355
;(10, 4);1;356
;(10, 4);1;357
;(10, 4);1;358
;(10, 4);1;359
;(10, 4);1;360
;(10, 4);1;361
;(10, 4);1;362
;(10, 4);1;363
;(10, 4);1;364
;(10, 4);1;365
;(10, 4);1;366
;(10, 4);1;367
;(10, 4);1;368
;(10, 4);1;369
;(10, 4);1;370
;(10, 4);1;371
;(10, 4);1;372
;(10, 4);1;373
;(10, 4);1;374
;(10, 4);1;375
;(10, 4);1;376
;(10, 4);1;377
;(10, 4);1;378
;(10, 4);1;379
;(10, 4);1;380
