human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveNorth;(3, 3);;(4, 4);False;1;1
;(3, 3);Idle;(4, 4);False;1;2
;(3, 3);Idle;(4, 4);False;1;3
;(3, 3);Idle;(4, 4);False;1;4
;(3, 3);Idle;(4, 4);False;1;5
;(3, 3);Idle;(4, 4);False;1;6
;(3, 3);Idle;(4, 4);False;1;7
;(3, 3);Idle;(4, 4);False;1;8
;(3, 3);Idle;(4, 4);False;1;9
;(3, 3);Idle;(4, 4);False;1;10
;(3, 3);Idle;(4, 4);False;1;11
;(3, 3);Idle;(4, 4);False;1;12
;(3, 3);Idle;(4, 4);False;1;13
;(3, 3);Idle;(4, 4);False;1;14
;(3, 3);Idle;(4, 4);False;1;15
;(3, 3);Idle;(4, 4);False;1;16
;(3, 3);Idle;(4, 4);False;1;17
;(3, 3);Idle;(4, 4);False;1;18
;(3, 3);Idle;(4, 4);False;1;19
;(3, 3);Idle;(4, 4);False;1;20
;(3, 3);Idle;(4, 4);False;1;21
;(3, 3);Idle;(4, 4);False;1;22
;(3, 3);Idle;(4, 4);False;1;23
;(3, 3);Idle;(4, 4);False;1;24
;(3, 3);Idle;(4, 4);False;1;25
;(3, 3);Idle;(4, 4);False;1;26
;(3, 3);Idle;(4, 4);False;1;27
;(3, 3);Idle;(4, 4);False;1;28
;(3, 3);Idle;(4, 4);False;1;29
;(3, 3);Idle;(4, 4);False;1;30
;(3, 3);Idle;(4, 4);False;1;31
;(3, 3);Idle;(4, 4);False;1;32
;(3, 3);Idle;(4, 4);False;1;33
;(3, 3);Idle;(4, 4);False;1;34
;(3, 3);Idle;(4, 4);False;1;35
;(3, 3);Idle;(4, 4);False;1;36
;(3, 3);Idle;(4, 4);False;1;37
;(3, 3);Idle;(4, 4);False;1;38
;(3, 3);Idle;(4, 4);False;1;39
;(3, 3);Idle;(4, 4);False;1;40
;(3, 3);Idle;(4, 4);False;1;41
;(3, 3);Idle;(4, 4);False;1;42
;(3, 3);Idle;(4, 4);False;1;43
;(3, 3);Idle;(4, 4);False;1;44
;(3, 3);Idle;(4, 4);False;1;45
;(3, 3);Idle;(4, 4);False;1;46
;(3, 3);Idle;(4, 4);False;1;47
;(3, 3);Idle;(4, 4);False;1;48
;(3, 3);Idle;(4, 4);False;1;49
;(3, 3);Idle;(4, 4);False;1;50
MoveNorth;(3, 2);Idle;(4, 4);False;1;51
;(3, 2);Idle;(4, 4);False;1;52
;(3, 2);Idle;(4, 4);False;1;53
;(3, 2);Idle;(4, 4);False;1;54
;(3, 2);Idle;(4, 4);False;1;55
;(3, 2);Idle;(4, 4);False;1;56
;(3, 2);;(4, 4);False;1;57
MoveEast;(4, 2);Idle;(4, 4);False;1;58
;(4, 2);Idle;(4, 4);False;1;59
MoveEast;(5, 2);Idle;(4, 4);False;1;60
;(5, 2);Idle;(4, 4);False;1;61
;(5, 2);Idle;(4, 4);False;1;62
MoveEast;(6, 2);Idle;(4, 4);False;1;63
;(6, 2);Idle;(4, 4);False;1;64
;(6, 2);Idle;(4, 4);False;1;65
;(6, 2);Idle;(4, 4);False;1;66
MoveEast;(7, 2);Idle;(4, 4);False;1;67
;(7, 2);Idle;(4, 4);False;1;68
;(7, 2);Idle;(4, 4);False;1;69
;(7, 2);Idle;(4, 4);False;1;70
;(7, 2);Idle;(4, 4);False;1;71
;(7, 2);Idle;(4, 4);False;1;72
;(7, 2);Idle;(4, 4);False;1;73
;(7, 2);Idle;(4, 4);False;1;74
;(7, 2);Idle;(4, 4);False;1;75
MoveEast;(8, 2);Idle;(4, 4);False;1;76
;(8, 2);Idle;(4, 4);False;1;77
;(8, 2);Idle;(4, 4);False;1;78
;(8, 2);Idle;(4, 4);False;1;79
MoveEast;(9, 2);Idle;(4, 4);False;1;80
;(9, 2);Idle;(4, 4);False;1;81
;(9, 2);Idle;(4, 4);False;1;82
MoveEast;(10, 2);Idle;(4, 4);False;1;83
;(10, 2);Idle;(4, 4);False;1;84
;(10, 2);Idle;(4, 4);False;1;85
;(10, 2);Idle;(4, 4);False;1;86
;(10, 2);Idle;(4, 4);False;1;87
;(10, 2);Idle;(4, 4);False;1;88
;(10, 2);Idle;(4, 4);False;1;89
;(10, 2);Idle;(4, 4);False;1;90
;(10, 2);Idle;(4, 4);False;1;91
;(10, 2);Idle;(4, 4);False;1;92
;(10, 2);Idle;(4, 4);False;1;93
;(10, 2);Idle;(4, 4);False;1;94
;(10, 2);Idle;(4, 4);False;1;95
;(10, 2);Idle;(4, 4);False;1;96
;(10, 2);Idle;(4, 4);False;1;97
;(10, 2);Idle;(4, 4);False;1;98
;(10, 2);Idle;(4, 4);False;1;99
;(10, 2);Idle;(4, 4);False;1;100
;(10, 2);Idle;(4, 4);False;1;101
;(10, 2);Idle;(4, 4);False;1;102
;(10, 2);Idle;(4, 4);False;1;103
;(10, 2);Idle;(4, 4);False;1;104
;(10, 2);Idle;(4, 4);False;1;105
;(10, 2);Idle;(4, 4);False;1;106
;(10, 2);Idle;(4, 4);False;1;107
;(10, 2);Idle;(4, 4);False;1;108
