human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveWest;(2, 4);;(4, 4);False;1;1
;(2, 4);;(4, 4);CP_known;1;2
;(2, 4);;(4, 4);CP_known;1;3
;(2, 4);MoveEast;(4, 4);CP_known;1;4
;(2, 4);MoveEast;(4, 4);CP_known;1;5
;(2, 4);MoveEast;(4, 4);CP_known;1;6
;(2, 4);MoveEast;(4, 4);CP_known;1;7
;(2, 4);MoveEast;(4, 4);CP_known;1;8
;(2, 4);MoveEast;(4, 4);CP_known;1;9
;(2, 4);MoveEast;(4, 4);CP_known;1;10
;(2, 4);MoveEast;(4, 4);CP_known;1;11
;(2, 4);MoveEast;(4, 4);CP_known;1;12
;(2, 4);MoveEast;(4, 4);CP_known;1;13
;(2, 4);MoveEast;(5, 4);CP_known;1;14
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;15
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;16
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;17
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;18
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;19
;(2, 4);MoveNorthEast;(5, 4);CP_known;1;20
MoveEast;(3, 4);MoveNorthEast;(5, 4);CP_known;1;21
;(3, 4);MoveNorthEast;(5, 4);CP_known;1;22
;(3, 4);MoveNorthEast;(5, 4);CP_known;1;23
;(3, 4);MoveNorthEast;(5, 4);CP_known;1;24
;(3, 4);MoveNorthEast;(6, 3);CP_known;1;25
;(3, 4);MoveEast;(6, 3);CP_known;1;26
;(3, 4);MoveEast;(6, 3);CP_known;1;27
;(3, 4);MoveEast;(6, 3);CP_known;1;28
;(3, 4);MoveEast;(6, 3);CP_known;1;29
;(3, 4);MoveEast;(6, 3);CP_known;1;30
;(3, 4);MoveEast;(6, 3);CP_known;1;31
;(3, 4);MoveEast;(6, 3);CP_known;1;32
;(3, 4);MoveEast;(6, 3);CP_known;1;33
;(3, 4);MoveEast;(6, 3);CP_known;1;34
;(3, 4);MoveEast;(6, 3);CP_known;1;35
;(3, 4);MoveEast;(7, 3);CP_known;1;36
;(3, 4);MoveNorthEast;(7, 3);CP_known;1;37
;(3, 4);MoveNorthEast;(7, 3);CP_known;1;38
;(3, 4);MoveNorthEast;(7, 3);CP_known;1;39
MoveSouth;(3, 5);MoveNorthEast;(7, 3);CP_known;1;40
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;41
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;42
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;43
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;44
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;45
;(3, 5);MoveNorthEast;(7, 3);CP_known;1;46
;(3, 5);MoveNorthEast;(8, 2);CP_known;1;47
;(3, 5);MoveEast;(8, 2);CP_known;1;48
;(3, 5);MoveEast;(8, 2);CP_known;1;49
;(3, 5);MoveEast;(8, 2);CP_known;1;50
;(3, 5);MoveEast;(8, 2);CP_known;1;51
MoveEast;(4, 5);MoveEast;(8, 2);CP_known;1;52
;(4, 5);MoveEast;(8, 2);CP_known;1;53
;(4, 5);MoveEast;(8, 2);CP_known;1;54
;(4, 5);MoveEast;(8, 2);CP_known;1;55
;(4, 5);MoveEast;(8, 2);CP_known;1;56
;(4, 5);MoveEast;(8, 2);CP_known;1;57
;(4, 5);MoveEast;(9, 2);CP_known;1;58
;(4, 5);GrabLargeObject;(9, 2);CP_known;1;59
;(4, 5);GrabLargeObject;(9, 2);CP_known;1;60
;(4, 5);GrabLargeObject;(9, 2);CP_known;1;61
;(4, 5);GrabLargeObject;(9, 2);CP_known;1;62
;(4, 5);GrabLargeObject;(9, 2);CP_known;1;63
MoveEast;(5, 5);GrabLargeObject;(9, 2);CP_known;1;64
;(5, 5);GrabLargeObject;(9, 2);CP_known;1;65
;(5, 5);GrabLargeObject;(9, 2);CP_known;1;66
MoveEast;(6, 5);GrabLargeObject;(9, 2);CP_known;1;67
;(6, 5);GrabLargeObject;(9, 2);CP_known;1;68
;(6, 5);GrabLargeObject;(9, 2);CP_known;1;69
;(6, 5);;(9, 2);CP_known;1;70
;(6, 5);;(9, 2);CP_known;1;71
;(6, 5);MoveEast;(9, 2);CP_known;1;72
;(6, 5);MoveEast;(9, 2);CP_known;1;73
;(6, 5);MoveEast;(9, 2);CP_known;1;74
;(6, 5);MoveEast;(9, 2);CP_known;1;75
;(6, 5);MoveEast;(9, 2);CP_known;1;76
MoveNorth;(6, 4);MoveEast;(9, 2);CP_known;1;77
;(6, 4);MoveEast;(9, 2);CP_known;1;78
;(6, 4);MoveEast;(9, 2);CP_known;1;79
;(6, 4);MoveEast;(9, 2);CP_known;1;80
;(6, 4);MoveEast;(9, 2);CP_known;1;81
;(6, 4);MoveEast;(10, 2);CP_known;1;82
MoveEast;(7, 4);MoveEast;(10, 2);CP_known;1;83
;(7, 4);MoveEast;(10, 2);CP_known;1;84
;(7, 4);MoveEast;(10, 2);CP_known;1;85
;(7, 4);MoveEast;(10, 2);CP_known;1;86
;(7, 4);MoveEast;(10, 2);CP_known;1;87
MoveEast;(8, 4);MoveEast;(10, 2);CP_known;1;88
;(8, 4);MoveEast;(10, 2);CP_known;1;89
;(8, 4);MoveEast;(10, 2);CP_known;1;90
;(8, 4);MoveEast;(10, 2);CP_known;1;91
;(8, 4);MoveEast;(10, 2);CP_known;1;92
;(8, 4);MoveEast;(11, 2);CP_known;1;93
MoveEast;(9, 4);MoveEast;(11, 2);CP_known;1;94
;(9, 4);MoveEast;(11, 2);CP_known;1;95
;(9, 4);MoveEast;(11, 2);CP_known;1;96
;(9, 4);MoveEast;(11, 2);CP_known;1;97
;(9, 4);MoveEast;(11, 2);CP_known;1;98
;(9, 4);MoveEast;(11, 2);CP_known;1;99
;(9, 4);MoveEast;(11, 2);CP_known;1;100
;(9, 4);MoveEast;(11, 2);CP_known;1;101
;(9, 4);MoveEast;(11, 2);CP_known;1;102
;(9, 4);MoveEast;(11, 2);CP_known;1;103
;(9, 4);MoveEast;(12, 2);CP_known;1;104
;(9, 4);MoveEast;(12, 2);CP_known;1;105
;(9, 4);MoveEast;(12, 2);CP_known;1;106
DropObject;(9, 4);MoveEast;(12, 2);CP_known;1;107
;(9, 4);MoveEast;(12, 2);CP_known;1;108
;(9, 4);MoveEast;(12, 2);CP_known;1;109
;(9, 4);MoveEast;(12, 2);CP_known;1;110
;(9, 4);MoveEast;(12, 2);CP_known;1;111
;(9, 4);MoveEast;(12, 2);CP_known;1;112
;(9, 4);MoveEast;(12, 2);CP_known;1;113
;(9, 4);MoveEast;(12, 2);CP_known;1;114
;(9, 4);MoveEast;(13, 2);CP_known;1;115
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;116
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;117
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;118
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;119
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;120
;(9, 4);MoveNorthEast;(13, 2);CP_known;1;121
