human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
;(3, 4);1;42
;(3, 4);1;43
;(3, 4);1;44
;(3, 4);1;45
;(3, 4);1;46
;(3, 4);1;47
;(3, 4);1;48
;(3, 4);1;49
;(3, 4);1;50
;(3, 4);1;51
;(3, 4);1;52
;(3, 4);1;53
;(3, 4);1;54
;(3, 4);1;55
;(3, 4);1;56
;(3, 4);1;57
;(3, 4);1;58
;(3, 4);1;59
;(3, 4);1;60
;(3, 4);1;61
;(3, 4);1;62
;(3, 4);1;63
;(3, 4);1;64
;(3, 4);1;65
;(3, 4);1;66
;(3, 4);1;67
;(3, 4);1;68
;(3, 4);1;69
;(3, 4);1;70
;(3, 4);1;71
;(3, 4);1;72
;(3, 4);1;73
;(3, 4);1;74
;(3, 4);1;75
;(3, 4);1;76
;(3, 4);1;77
;(3, 4);1;78
;(3, 4);1;79
;(3, 4);1;80
;(3, 4);1;81
;(3, 4);1;82
;(3, 4);1;83
;(3, 4);1;84
;(3, 4);1;85
;(3, 4);1;86
;(3, 4);1;87
;(3, 4);1;88
;(3, 4);1;89
;(3, 4);1;90
;(3, 4);1;91
;(3, 4);1;92
;(3, 4);1;93
;(3, 4);1;94
;(3, 4);1;95
;(3, 4);1;96
;(3, 4);1;97
;(3, 4);1;98
;(3, 4);1;99
;(3, 4);1;100
;(3, 4);1;101
;(3, 4);1;102
;(3, 4);1;103
MoveEast;(4, 4);1;104
;(4, 4);1;105
;(4, 4);1;106
;(4, 4);1;107
;(4, 4);1;108
;(4, 4);1;109
;(4, 4);1;110
;(4, 4);1;111
;(4, 4);1;112
;(4, 4);1;113
MoveEast;(5, 4);1;114
;(5, 4);1;115
;(5, 4);1;116
;(5, 4);1;117
;(5, 4);1;118
;(5, 4);1;119
;(5, 4);1;120
;(5, 4);1;121
;(5, 4);1;122
;(5, 4);1;123
;(5, 4);1;124
;(5, 4);1;125
;(5, 4);1;126
;(5, 4);1;127
;(5, 4);1;128
;(5, 4);1;129
MoveEast;(6, 4);1;130
;(6, 4);1;131
;(6, 4);1;132
;(6, 4);1;133
;(6, 4);1;134
;(6, 4);1;135
;(6, 4);1;136
;(6, 4);1;137
;(6, 4);1;138
;(6, 4);1;139
;(6, 4);1;140
;(6, 4);1;141
;(6, 4);1;142
;(6, 4);1;143
;(6, 4);1;144
;(6, 4);1;145
;(6, 4);1;146
;(6, 4);1;147
;(6, 4);1;148
;(6, 4);1;149
;(6, 4);1;150
;(6, 4);1;151
;(6, 4);1;152
;(6, 4);1;153
;(6, 4);1;154
;(6, 4);1;155
MoveEast;(7, 4);1;156
;(7, 4);1;157
;(7, 4);1;158
;(7, 4);1;159
;(7, 4);1;160
;(7, 4);1;161
;(7, 4);1;162
;(7, 4);1;163
;(7, 4);1;164
;(7, 4);1;165
;(7, 4);1;166
;(7, 4);1;167
;(7, 4);1;168
;(7, 4);1;169
;(7, 4);1;170
;(7, 4);1;171
;(7, 4);1;172
;(7, 4);1;173
;(7, 4);1;174
;(7, 4);1;175
;(7, 4);1;176
MoveEast;(8, 4);1;177
;(8, 4);1;178
;(8, 4);1;179
;(8, 4);1;180
;(8, 4);1;181
;(8, 4);1;182
;(8, 4);1;183
;(8, 4);1;184
;(8, 4);1;185
;(8, 4);1;186
;(8, 4);1;187
;(8, 4);1;188
;(8, 4);1;189
;(8, 4);1;190
;(8, 4);1;191
;(8, 4);1;192
;(8, 4);1;193
;(8, 4);1;194
;(8, 4);1;195
;(8, 4);1;196
;(8, 4);1;197
;(8, 4);1;198
;(8, 4);1;199
;(8, 4);1;200
;(8, 4);1;201
;(8, 4);1;202
;(8, 4);1;203
;(8, 4);1;204
DropObject;(8, 4);1;205
;(8, 4);1;206
;(8, 4);1;207
;(8, 4);1;208
;(8, 4);1;209
;(8, 4);1;210
;(8, 4);1;211
;(8, 4);1;212
;(8, 4);1;213
;(8, 4);1;214
;(8, 4);1;215
MoveSouth;(8, 5);1;216
;(8, 5);1;217
;(8, 5);1;218
;(8, 5);1;219
;(8, 5);1;220
;(8, 5);1;221
;(8, 5);1;222
MoveEast;(9, 5);1;223
;(9, 5);1;224
;(9, 5);1;225
;(9, 5);1;226
;(9, 5);1;227
;(9, 5);1;228
;(9, 5);1;229
;(9, 5);1;230
;(9, 5);1;231
;(9, 5);1;232
;(9, 5);1;233
;(9, 5);1;234
;(9, 5);1;235
;(9, 5);1;236
;(9, 5);1;237
;(9, 5);1;238
;(9, 5);1;239
;(9, 5);1;240
;(9, 5);1;241
;(9, 5);1;242
;(9, 5);1;243
;(9, 5);1;244
MoveNorth;(9, 4);1;245
;(9, 4);1;246
;(9, 4);1;247
;(9, 4);1;248
;(9, 4);1;249
;(9, 4);1;250
;(9, 4);1;251
;(9, 4);1;252
;(9, 4);1;253
;(9, 4);1;254
;(9, 4);1;255
;(9, 4);1;256
;(9, 4);1;257
;(9, 4);1;258
;(9, 4);1;259
;(9, 4);1;260
;(9, 4);1;261
;(9, 4);1;262
;(9, 4);1;263
;(9, 4);1;264
;(9, 4);1;265
;(9, 4);1;266
;(9, 4);1;267
;(9, 4);1;268
;(9, 4);1;269
;(9, 4);1;270
;(9, 4);1;271
;(9, 4);1;272
;(9, 4);1;273
;(9, 4);1;274
;(9, 4);1;275
;(9, 4);1;276
;(9, 4);1;277
;(9, 4);1;278
;(9, 4);1;279
;(9, 4);1;280
;(9, 4);1;281
;(9, 4);1;282
;(9, 4);1;283
;(9, 4);1;284
;(9, 4);1;285
;(9, 4);1;286
;(9, 4);1;287
DropObject;(9, 4);1;288
;(9, 4);1;289
;(9, 4);1;290
;(9, 4);1;291
;(9, 4);1;292
;(9, 4);1;293
;(9, 4);1;294
;(9, 4);1;295
;(9, 4);1;296
;(9, 4);1;297
;(9, 4);1;298
;(9, 4);1;299
;(9, 4);1;300
;(9, 4);1;301
;(9, 4);1;302
;(9, 4);1;303
;(9, 4);1;304
;(9, 4);1;305
;(9, 4);1;306
;(9, 4);1;307
;(9, 4);1;308
;(9, 4);1;309
;(9, 4);1;310
;(9, 4);1;311
;(9, 4);1;312
;(9, 4);1;313
;(9, 4);1;314
;(9, 4);1;315
;(9, 4);1;316
;(9, 4);1;317
;(9, 4);1;318
;(9, 4);1;319
;(9, 4);1;320
;(9, 4);1;321
;(9, 4);1;322
;(9, 4);1;323
;(9, 4);1;324
;(9, 4);1;325
;(9, 4);1;326
;(9, 4);1;327
;(9, 4);1;328
;(9, 4);1;329
;(9, 4);1;330
;(9, 4);1;331
;(9, 4);1;332
;(9, 4);1;333
;(9, 4);1;334
;(9, 4);1;335
;(9, 4);1;336
;(9, 4);1;337
;(9, 4);1;338
;(9, 4);1;339
;(9, 4);1;340
;(9, 4);1;341
;(9, 4);1;342
;(9, 4);1;343
;(9, 4);1;344
;(9, 4);1;345
;(9, 4);1;346
;(9, 4);1;347
;(9, 4);1;348
;(9, 4);1;349
;(9, 4);1;350
;(9, 4);1;351
;(9, 4);1;352
;(9, 4);1;353
;(9, 4);1;354
;(9, 4);1;355
;(9, 4);1;356
;(9, 4);1;357
;(9, 4);1;358
;(9, 4);1;359
;(9, 4);1;360
;(9, 4);1;361
;(9, 4);1;362
GrabObject;(9, 4);1;363
;(9, 4);1;364
;(9, 4);1;365
;(9, 4);1;366
;(9, 4);1;367
;(9, 4);1;368
;(9, 4);1;369
;(9, 4);1;370
;(9, 4);1;371
;(9, 4);1;372
;(9, 4);1;373
;(9, 4);1;374
;(9, 4);1;375
;(9, 4);1;376
;(9, 4);1;377
;(9, 4);1;378
;(9, 4);1;379
;(9, 4);1;380
;(9, 4);1;381
;(9, 4);1;382
;(9, 4);1;383
;(9, 4);1;384
;(9, 4);1;385
;(9, 4);1;386
;(9, 4);1;387
;(9, 4);1;388
;(9, 4);1;389
;(9, 4);1;390
;(9, 4);1;391
;(9, 4);1;392
;(9, 4);1;393
;(9, 4);1;394
;(9, 4);1;395
;(9, 4);1;396
;(9, 4);1;397
;(9, 4);1;398
;(9, 4);1;399
;(9, 4);1;400
