human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveEast;(4, 4);;(4, 4);False;1;1
MoveEast;(5, 4);;(4, 4);clearing order;1;2
;(5, 4);;(4, 4);clearing order;1;3
;(5, 4);MoveSouthEast;(4, 4);clearing order;1;4
;(5, 4);MoveSouthEast;(4, 4);clearing order;1;5
;(5, 4);MoveSouthEast;(4, 4);clearing order;1;6
;(5, 4);MoveSouthEast;(4, 4);clearing order;1;7
MoveEast;(6, 4);MoveSouthEast;(4, 4);clearing order;1;8
;(6, 4);MoveSouthEast;(4, 4);clearing order;1;9
;(6, 4);MoveSouthEast;(4, 4);clearing order;1;10
;(6, 4);MoveSouthEast;(4, 4);clearing order;1;11
;(6, 4);MoveSouthEast;(4, 4);clearing order;1;12
;(6, 4);MoveSouthEast;(4, 4);clearing order;1;13
MoveEast;(7, 4);MoveSouthEast;(5, 5);clearing order;1;14
;(7, 4);MoveEast;(5, 5);clearing order;1;15
;(7, 4);MoveEast;(5, 5);clearing order;1;16
;(7, 4);MoveEast;(5, 5);clearing order;1;17
;(7, 4);MoveEast;(5, 5);clearing order;1;18
;(7, 4);MoveEast;(5, 5);clearing order;1;19
MoveEast;(8, 4);MoveEast;(5, 5);clearing order;1;20
;(8, 4);MoveEast;(5, 5);clearing order;1;21
;(8, 4);MoveEast;(5, 5);clearing order;1;22
;(8, 4);MoveEast;(5, 5);clearing order;1;23
;(8, 4);MoveEast;(5, 5);clearing order;1;24
;(8, 4);MoveEast;(6, 5);clearing order;1;25
MoveEast;(9, 4);MoveSouthEast;(6, 5);clearing order;1;26
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;27
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;28
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;29
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;30
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;31
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;32
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;33
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;34
;(9, 4);MoveSouthEast;(6, 5);clearing order;1;35
;(9, 4);MoveSouthEast;(7, 6);clearing order;1;36
;(9, 4);GrabLargeObject;(7, 6);clearing order;1;37
;(9, 4);GrabLargeObject;(7, 6);clearing order;1;38
;(9, 4);GrabLargeObject;(7, 6);clearing order;1;39
MoveSouth;(9, 5);GrabLargeObject;(7, 6);clearing order;1;40
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;41
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;42
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;43
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;44
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;45
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;46
;(9, 5);GrabLargeObject;(7, 6);clearing order;1;47
;(9, 5);;(7, 6);clearing order;1;48
;(9, 5);;(7, 6);clearing order;1;49
;(9, 5);;(7, 6);clearing order;1;50
;(9, 5);;(7, 6);clearing order;1;51
;(9, 5);;(7, 6);clearing order;1;52
;(9, 5);;(7, 6);clearing order;1;53
GrabObject;(9, 5);;(7, 6);clearing order;1;54
;(9, 5);;(7, 6);clearing order;1;55
;(9, 5);;(7, 6);clearing order;1;56
;(9, 5);;(7, 6);clearing order;1;57
;(9, 5);MoveWest;(7, 6);clearing order;1;58
;(9, 5);MoveWest;(7, 6);clearing order;1;59
;(9, 5);MoveWest;(7, 6);clearing order;1;60
;(9, 5);MoveWest;(7, 6);clearing order;1;61
;(9, 5);MoveWest;(7, 6);clearing order;1;62
;(9, 5);MoveWest;(7, 6);clearing order;1;63
;(9, 5);MoveWest;(7, 6);clearing order;1;64
;(9, 5);MoveWest;(7, 6);clearing order;1;65
;(9, 5);MoveWest;(7, 6);clearing order;1;66
;(9, 5);MoveWest;(7, 6);clearing order;1;67
;(9, 5);MoveWest;(6, 6);clearing order;1;68
;(9, 5);MoveWest;(6, 6);clearing order;1;69
;(9, 5);MoveWest;(6, 6);clearing order;1;70
;(9, 5);MoveWest;(6, 6);clearing order;1;71
;(9, 5);MoveWest;(6, 6);clearing order;1;72
;(9, 5);MoveWest;(6, 6);clearing order;1;73
;(9, 5);MoveWest;(6, 6);clearing order;1;74
;(9, 5);MoveWest;(6, 6);clearing order;1;75
;(9, 5);MoveWest;(6, 6);clearing order;1;76
;(9, 5);MoveWest;(6, 6);clearing order;1;77
;(9, 5);MoveWest;(6, 6);clearing order;1;78
;(9, 5);MoveWest;(5, 6);clearing order;1;79
;(9, 5);MoveWest;(5, 6);clearing order;1;80
;(9, 5);MoveWest;(5, 6);clearing order;1;81
;(9, 5);MoveWest;(5, 6);clearing order;1;82
;(9, 5);MoveWest;(5, 6);clearing order;1;83
;(9, 5);MoveWest;(5, 6);clearing order;1;84
;(9, 5);MoveWest;(5, 6);clearing order;1;85
;(9, 5);MoveWest;(5, 6);clearing order;1;86
;(9, 5);MoveWest;(5, 6);clearing order;1;87
;(9, 5);MoveWest;(5, 6);clearing order;1;88
;(9, 5);MoveWest;(5, 6);clearing order;1;89
;(9, 5);MoveWest;(4, 6);clearing order;1;90
;(9, 5);MoveNorthWest;(4, 6);clearing order;1;91
MoveWest;(8, 5);MoveNorthWest;(4, 6);clearing order;1;92
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;93
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;94
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;95
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;96
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;97
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;98
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;99
;(8, 5);MoveNorthWest;(4, 6);clearing order;1;100
;(8, 5);MoveNorthWest;(3, 5);clearing order;1;101
;(8, 5);MoveWest;(3, 5);clearing order;1;102
;(8, 5);MoveWest;(3, 5);clearing order;1;103
;(8, 5);MoveWest;(3, 5);clearing order;1;104
;(8, 5);MoveWest;(3, 5);clearing order;1;105
;(8, 5);MoveWest;(3, 5);clearing order;1;106
MoveSouth;(8, 6);MoveWest;(3, 5);clearing order;1;107
;(8, 6);MoveWest;(3, 5);clearing order;1;108
;(8, 6);MoveWest;(3, 5);clearing order;1;109
;(8, 6);MoveWest;(3, 5);clearing order;1;110
;(8, 6);MoveWest;(3, 5);clearing order;1;111
;(8, 6);MoveWest;(2, 5);clearing order;1;112
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;113
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;114
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;115
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;116
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;117
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;118
GrabObject;(8, 6);MoveNorthWest;(2, 5);clearing order;1;119
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;120
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;121
;(8, 6);MoveNorthWest;(2, 5);clearing order;1;122
;(8, 6);MoveNorthWest;(1, 4);clearing order;1;123
;(8, 6);MoveWest;(1, 4);clearing order;1;124
;(8, 6);MoveWest;(1, 4);clearing order;1;125
MoveWest;(7, 6);MoveWest;(1, 4);clearing order;1;126
;(7, 6);MoveWest;(1, 4);clearing order;1;127
;(7, 6);MoveWest;(1, 4);clearing order;1;128
;(7, 6);MoveWest;(1, 4);clearing order;1;129
;(7, 6);MoveWest;(1, 4);clearing order;1;130
;(7, 6);MoveWest;(1, 4);clearing order;1;131
;(7, 6);MoveWest;(1, 4);clearing order;1;132
;(7, 6);MoveWest;(1, 4);clearing order;1;133
;(7, 6);MoveWest;(0, 4);clearing order;1;134
MoveWest;(6, 6);DropLargeObject;(0, 4);clearing order;1;135
;(6, 6);DropLargeObject;(0, 4);clearing order;1;136
;(6, 6);DropLargeObject;(0, 4);clearing order;1;137
MoveWest;(5, 6);DropLargeObject;(0, 4);clearing order;1;138
;(5, 6);DropLargeObject;(0, 4);clearing order;1;139
MoveWest;(4, 6);DropLargeObject;(0, 4);clearing order;1;140
;(4, 6);DropLargeObject;(0, 4);clearing order;1;141
MoveWest;(3, 6);DropLargeObject;(0, 4);clearing order;1;142
MoveWest;(2, 6);DropLargeObject;(0, 4);clearing order;1;143
;(2, 6);DropLargeObject;(0, 4);clearing order;1;144
MoveWest;(1, 6);DropLargeObject;(0, 4);clearing order;1;145
MoveWest;(0, 6);;(0, 4);clearing order;1;146
;(0, 6);;(0, 4);clearing order;1;147
MoveWest;(0, 6);MoveEast;(0, 4);clearing order;1;148
;(0, 6);MoveEast;(0, 4);clearing order;1;149
MoveWest;(0, 6);MoveEast;(0, 4);clearing order;1;150
;(0, 6);MoveEast;(0, 4);clearing order;1;151
MoveWest;(0, 6);MoveEast;(0, 4);clearing order;1;152
;(0, 6);MoveEast;(0, 4);clearing order;1;153
;(0, 6);MoveEast;(0, 4);clearing order;1;154
DropObject;(0, 6);MoveEast;(0, 4);clearing order;1;155
;(0, 6);MoveEast;(0, 4);clearing order;1;156
;(0, 6);MoveEast;(0, 4);clearing order;1;157
;(0, 6);MoveEast;(1, 4);clearing order;1;158
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;159
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;160
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;161
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;162
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;163
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;164
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;165
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;166
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;167
;(0, 6);MoveSouthEast;(1, 4);clearing order;1;168
;(0, 6);MoveSouthEast;(2, 5);clearing order;1;169
MoveEast;(1, 6);MoveEast;(2, 5);clearing order;1;170
;(1, 6);MoveEast;(2, 5);clearing order;1;171
;(1, 6);MoveEast;(2, 5);clearing order;1;172
;(1, 6);MoveEast;(2, 5);clearing order;1;173
;(1, 6);MoveEast;(2, 5);clearing order;1;174
;(1, 6);MoveEast;(2, 5);clearing order;1;175
;(1, 6);MoveEast;(2, 5);clearing order;1;176
;(1, 6);MoveEast;(2, 5);clearing order;1;177
;(1, 6);MoveEast;(2, 5);clearing order;1;178
;(1, 6);MoveEast;(2, 5);clearing order;1;179
MoveEast;(2, 6);MoveEast;(3, 5);clearing order;1;180
;(2, 6);MoveSouthEast;(3, 5);clearing order;1;181
MoveEast;(3, 6);MoveSouthEast;(3, 5);clearing order;1;182
MoveEast;(4, 6);MoveSouthEast;(3, 5);clearing order;1;183
;(4, 6);MoveSouthEast;(3, 5);clearing order;1;184
MoveEast;(5, 6);MoveSouthEast;(3, 5);clearing order;1;185
MoveEast;(6, 6);MoveSouthEast;(3, 5);clearing order;1;186
;(6, 6);MoveSouthEast;(3, 5);clearing order;1;187
MoveEast;(7, 6);MoveSouthEast;(3, 5);clearing order;1;188
;(7, 6);MoveSouthEast;(3, 5);clearing order;1;189
MoveEast;(8, 6);MoveSouthEast;(3, 5);clearing order;1;190
MoveEast;(9, 6);MoveSouthEast;(4, 6);clearing order;1;191
;(9, 6);MoveEast;(4, 6);clearing order;1;192
MoveEast;(10, 6);MoveEast;(4, 6);clearing order;1;193
;(10, 6);MoveEast;(4, 6);clearing order;1;194
MoveEast;(11, 6);MoveEast;(4, 6);clearing order;1;195
;(11, 6);MoveEast;(4, 6);clearing order;1;196
;(11, 6);MoveEast;(4, 6);clearing order;1;197
