human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
;(3, 4);1;42
;(3, 4);1;43
;(3, 4);1;44
;(3, 4);1;45
;(3, 4);1;46
;(3, 4);1;47
;(3, 4);1;48
;(3, 4);1;49
;(3, 4);1;50
;(3, 4);1;51
;(3, 4);1;52
;(3, 4);1;53
;(3, 4);1;54
;(3, 4);1;55
;(3, 4);1;56
;(3, 4);1;57
;(3, 4);1;58
;(3, 4);1;59
;(3, 4);1;60
;(3, 4);1;61
;(3, 4);1;62
;(3, 4);1;63
;(3, 4);1;64
;(3, 4);1;65
;(3, 4);1;66
;(3, 4);1;67
;(3, 4);1;68
;(3, 4);1;69
;(3, 4);1;70
;(3, 4);1;71
;(3, 4);1;72
;(3, 4);1;73
;(3, 4);1;74
;(3, 4);1;75
;(3, 4);1;76
;(3, 4);1;77
;(3, 4);1;78
;(3, 4);1;79
;(3, 4);1;80
;(3, 4);1;81
;(3, 4);1;82
;(3, 4);1;83
;(3, 4);1;84
;(3, 4);1;85
;(3, 4);1;86
;(3, 4);1;87
;(3, 4);1;88
;(3, 4);1;89
;(3, 4);1;90
;(3, 4);1;91
;(3, 4);1;92
;(3, 4);1;93
;(3, 4);1;94
;(3, 4);1;95
;(3, 4);1;96
;(3, 4);1;97
;(3, 4);1;98
;(3, 4);1;99
;(3, 4);1;100
;(3, 4);1;101
;(3, 4);1;102
;(3, 4);1;103
;(3, 4);1;104
;(3, 4);1;105
;(3, 4);1;106
;(3, 4);1;107
;(3, 4);1;108
;(3, 4);1;109
;(3, 4);1;110
;(3, 4);1;111
;(3, 4);1;112
;(3, 4);1;113
;(3, 4);1;114
;(3, 4);1;115
;(3, 4);1;116
;(3, 4);1;117
;(3, 4);1;118
;(3, 4);1;119
;(3, 4);1;120
;(3, 4);1;121
;(3, 4);1;122
;(3, 4);1;123
;(3, 4);1;124
;(3, 4);1;125
;(3, 4);1;126
;(3, 4);1;127
;(3, 4);1;128
;(3, 4);1;129
;(3, 4);1;130
;(3, 4);1;131
;(3, 4);1;132
MoveEast;(4, 4);1;133
;(4, 4);1;134
;(4, 4);1;135
;(4, 4);1;136
;(4, 4);1;137
MoveEast;(5, 4);1;138
;(5, 4);1;139
;(5, 4);1;140
;(5, 4);1;141
;(5, 4);1;142
;(5, 4);1;143
;(5, 4);1;144
;(5, 4);1;145
;(5, 4);1;146
;(5, 4);1;147
;(5, 4);1;148
;(5, 4);1;149
;(5, 4);1;150
;(5, 4);1;151
;(5, 4);1;152
;(5, 4);1;153
;(5, 4);1;154
;(5, 4);1;155
;(5, 4);1;156
;(5, 4);1;157
;(5, 4);1;158
;(5, 4);1;159
;(5, 4);1;160
;(5, 4);1;161
;(5, 4);1;162
;(5, 4);1;163
;(5, 4);1;164
;(5, 4);1;165
;(5, 4);1;166
;(5, 4);1;167
;(5, 4);1;168
;(5, 4);1;169
;(5, 4);1;170
;(5, 4);1;171
;(5, 4);1;172
;(5, 4);1;173
;(5, 4);1;174
;(5, 4);1;175
;(5, 4);1;176
;(5, 4);1;177
;(5, 4);1;178
;(5, 4);1;179
;(5, 4);1;180
;(5, 4);1;181
;(5, 4);1;182
;(5, 4);1;183
;(5, 4);1;184
;(5, 4);1;185
;(5, 4);1;186
;(5, 4);1;187
;(5, 4);1;188
;(5, 4);1;189
;(5, 4);1;190
;(5, 4);1;191
;(5, 4);1;192
;(5, 4);1;193
;(5, 4);1;194
;(5, 4);1;195
;(5, 4);1;196
;(5, 4);1;197
;(5, 4);1;198
;(5, 4);1;199
;(5, 4);1;200
;(5, 4);1;201
;(5, 4);1;202
;(5, 4);1;203
;(5, 4);1;204
;(5, 4);1;205
;(5, 4);1;206
MoveEast;(6, 4);1;207
;(6, 4);1;208
;(6, 4);1;209
;(6, 4);1;210
;(6, 4);1;211
;(6, 4);1;212
MoveEast;(7, 4);1;213
;(7, 4);1;214
;(7, 4);1;215
;(7, 4);1;216
MoveEast;(8, 4);1;217
;(8, 4);1;218
;(8, 4);1;219
;(8, 4);1;220
;(8, 4);1;221
;(8, 4);1;222
;(8, 4);1;223
;(8, 4);1;224
;(8, 4);1;225
;(8, 4);1;226
;(8, 4);1;227
;(8, 4);1;228
;(8, 4);1;229
;(8, 4);1;230
;(8, 4);1;231
MoveNorth;(8, 3);1;232
;(8, 3);1;233
;(8, 3);1;234
;(8, 3);1;235
;(8, 3);1;236
;(8, 3);1;237
;(8, 3);1;238
;(8, 3);1;239
;(8, 3);1;240
;(8, 3);1;241
;(8, 3);1;242
;(8, 3);1;243
;(8, 3);1;244
;(8, 3);1;245
;(8, 3);1;246
;(8, 3);1;247
;(8, 3);1;248
;(8, 3);1;249
;(8, 3);1;250
MoveEast;(9, 3);1;251
;(9, 3);1;252
;(9, 3);1;253
;(9, 3);1;254
;(9, 3);1;255
;(9, 3);1;256
;(9, 3);1;257
MoveEast;(10, 3);1;258
;(10, 3);1;259
;(10, 3);1;260
;(10, 3);1;261
;(10, 3);1;262
;(10, 3);1;263
;(10, 3);1;264
;(10, 3);1;265
;(10, 3);1;266
;(10, 3);1;267
;(10, 3);1;268
;(10, 3);1;269
MoveEast;(11, 3);1;270
;(11, 3);1;271
;(11, 3);1;272
;(11, 3);1;273
;(11, 3);1;274
;(11, 3);1;275
;(11, 3);1;276
;(11, 3);1;277
;(11, 3);1;278
;(11, 3);1;279
;(11, 3);1;280
;(11, 3);1;281
;(11, 3);1;282
;(11, 3);1;283
;(11, 3);1;284
;(11, 3);1;285
GrabObject;(11, 3);1;286
;(11, 3);1;287
;(11, 3);1;288
;(11, 3);1;289
;(11, 3);1;290
;(11, 3);1;291
;(11, 3);1;292
;(11, 3);1;293
;(11, 3);1;294
;(11, 3);1;295
;(11, 3);1;296
;(11, 3);1;297
;(11, 3);1;298
;(11, 3);1;299
;(11, 3);1;300
;(11, 3);1;301
;(11, 3);1;302
;(11, 3);1;303
;(11, 3);1;304
;(11, 3);1;305
;(11, 3);1;306
;(11, 3);1;307
;(11, 3);1;308
;(11, 3);1;309
;(11, 3);1;310
;(11, 3);1;311
;(11, 3);1;312
;(11, 3);1;313
;(11, 3);1;314
;(11, 3);1;315
;(11, 3);1;316
;(11, 3);1;317
MoveWest;(10, 3);1;318
;(10, 3);1;319
;(10, 3);1;320
;(10, 3);1;321
;(10, 3);1;322
;(10, 3);1;323
;(10, 3);1;324
;(10, 3);1;325
;(10, 3);1;326
;(10, 3);1;327
;(10, 3);1;328
;(10, 3);1;329
;(10, 3);1;330
;(10, 3);1;331
;(10, 3);1;332
;(10, 3);1;333
;(10, 3);1;334
;(10, 3);1;335
;(10, 3);1;336
;(10, 3);1;337
;(10, 3);1;338
;(10, 3);1;339
;(10, 3);1;340
;(10, 3);1;341
;(10, 3);1;342
;(10, 3);1;343
;(10, 3);1;344
;(10, 3);1;345
;(10, 3);1;346
;(10, 3);1;347
;(10, 3);1;348
;(10, 3);1;349
;(10, 3);1;350
;(10, 3);1;351
;(10, 3);1;352
;(10, 3);1;353
;(10, 3);1;354
;(10, 3);1;355
;(10, 3);1;356
;(10, 3);1;357
;(10, 3);1;358
;(10, 3);1;359
;(10, 3);1;360
;(10, 3);1;361
;(10, 3);1;362
;(10, 3);1;363
;(10, 3);1;364
;(10, 3);1;365
;(10, 3);1;366
;(10, 3);1;367
;(10, 3);1;368
;(10, 3);1;369
;(10, 3);1;370
;(10, 3);1;371
;(10, 3);1;372
;(10, 3);1;373
;(10, 3);1;374
;(10, 3);1;375
;(10, 3);1;376
;(10, 3);1;377
;(10, 3);1;378
;(10, 3);1;379
;(10, 3);1;380
;(10, 3);1;381
;(10, 3);1;382
;(10, 3);1;383
;(10, 3);1;384
;(10, 3);1;385
;(10, 3);1;386
;(10, 3);1;387
;(10, 3);1;388
;(10, 3);1;389
;(10, 3);1;390
;(10, 3);1;391
;(10, 3);1;392
;(10, 3);1;393
;(10, 3);1;394
;(10, 3);1;395
;(10, 3);1;396
;(10, 3);1;397
;(10, 3);1;398
;(10, 3);1;399
;(10, 3);1;400
