human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveEast;(4, 4);1;1
;(4, 4);1;2
;(4, 4);1;3
;(4, 4);1;4
;(4, 4);1;5
;(4, 4);1;6
;(4, 4);1;7
;(4, 4);1;8
;(4, 4);1;9
;(4, 4);1;10
;(4, 4);1;11
;(4, 4);1;12
;(4, 4);1;13
;(4, 4);1;14
;(4, 4);1;15
;(4, 4);1;16
;(4, 4);1;17
;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
;(4, 4);1;24
;(4, 4);1;25
;(4, 4);1;26
;(4, 4);1;27
;(4, 4);1;28
;(4, 4);1;29
;(4, 4);1;30
;(4, 4);1;31
;(4, 4);1;32
;(4, 4);1;33
;(4, 4);1;34
MoveEast;(5, 4);1;35
;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
;(5, 4);1;39
;(5, 4);1;40
;(5, 4);1;41
;(5, 4);1;42
;(5, 4);1;43
;(5, 4);1;44
;(5, 4);1;45
;(5, 4);1;46
;(5, 4);1;47
MoveEast;(6, 4);1;48
;(6, 4);1;49
;(6, 4);1;50
;(6, 4);1;51
;(6, 4);1;52
;(6, 4);1;53
;(6, 4);1;54
;(6, 4);1;55
;(6, 4);1;56
;(6, 4);1;57
;(6, 4);1;58
;(6, 4);1;59
;(6, 4);1;60
;(6, 4);1;61
;(6, 4);1;62
;(6, 4);1;63
;(6, 4);1;64
;(6, 4);1;65
;(6, 4);1;66
;(6, 4);1;67
;(6, 4);1;68
;(6, 4);1;69
;(6, 4);1;70
;(6, 4);1;71
;(6, 4);1;72
;(6, 4);1;73
;(6, 4);1;74
;(6, 4);1;75
;(6, 4);1;76
;(6, 4);1;77
;(6, 4);1;78
;(6, 4);1;79
;(6, 4);1;80
;(6, 4);1;81
;(6, 4);1;82
;(6, 4);1;83
;(6, 4);1;84
;(6, 4);1;85
;(6, 4);1;86
;(6, 4);1;87
;(6, 4);1;88
;(6, 4);1;89
;(6, 4);1;90
;(6, 4);1;91
;(6, 4);1;92
;(6, 4);1;93
;(6, 4);1;94
;(6, 4);1;95
;(6, 4);1;96
;(6, 4);1;97
;(6, 4);1;98
;(6, 4);1;99
;(6, 4);1;100
;(6, 4);1;101
;(6, 4);1;102
;(6, 4);1;103
;(6, 4);1;104
;(6, 4);1;105
;(6, 4);1;106
;(6, 4);1;107
;(6, 4);1;108
;(6, 4);1;109
;(6, 4);1;110
;(6, 4);1;111
;(6, 4);1;112
;(6, 4);1;113
;(6, 4);1;114
;(6, 4);1;115
;(6, 4);1;116
;(6, 4);1;117
;(6, 4);1;118
;(6, 4);1;119
;(6, 4);1;120
;(6, 4);1;121
;(6, 4);1;122
;(6, 4);1;123
;(6, 4);1;124
MoveEast;(7, 4);1;125
;(7, 4);1;126
;(7, 4);1;127
;(7, 4);1;128
;(7, 4);1;129
;(7, 4);1;130
;(7, 4);1;131
;(7, 4);1;132
;(7, 4);1;133
;(7, 4);1;134
;(7, 4);1;135
MoveEast;(8, 4);1;136
;(8, 4);1;137
;(8, 4);1;138
;(8, 4);1;139
;(8, 4);1;140
;(8, 4);1;141
;(8, 4);1;142
;(8, 4);1;143
;(8, 4);1;144
;(8, 4);1;145
MoveSouth;(8, 5);1;146
;(8, 5);1;147
;(8, 5);1;148
;(8, 5);1;149
;(8, 5);1;150
;(8, 5);1;151
;(8, 5);1;152
;(8, 5);1;153
;(8, 5);1;154
;(8, 5);1;155
MoveEast;(9, 5);1;156
;(9, 5);1;157
;(9, 5);1;158
;(9, 5);1;159
;(9, 5);1;160
;(9, 5);1;161
;(9, 5);1;162
;(9, 5);1;163
;(9, 5);1;164
MoveSouth;(9, 6);1;165
;(9, 6);1;166
;(9, 6);1;167
;(9, 6);1;168
;(9, 6);1;169
;(9, 6);1;170
;(9, 6);1;171
;(9, 6);1;172
;(9, 6);1;173
;(9, 6);1;174
;(9, 6);1;175
;(9, 6);1;176
MoveNorth;(9, 5);1;177
;(9, 5);1;178
;(9, 5);1;179
;(9, 5);1;180
;(9, 5);1;181
;(9, 5);1;182
;(9, 5);1;183
;(9, 5);1;184
MoveWest;(8, 5);1;185
;(8, 5);1;186
;(8, 5);1;187
;(8, 5);1;188
;(8, 5);1;189
MoveSouth;(8, 6);1;190
;(8, 6);1;191
;(8, 6);1;192
;(8, 6);1;193
;(8, 6);1;194
;(8, 6);1;195
;(8, 6);1;196
;(8, 6);1;197
;(8, 6);1;198
;(8, 6);1;199
;(8, 6);1;200
;(8, 6);1;201
;(8, 6);1;202
;(8, 6);1;203
;(8, 6);1;204
;(8, 6);1;205
;(8, 6);1;206
;(8, 6);1;207
;(8, 6);1;208
;(8, 6);1;209
;(8, 6);1;210
;(8, 6);1;211
;(8, 6);1;212
;(8, 6);1;213
;(8, 6);1;214
;(8, 6);1;215
;(8, 6);1;216
;(8, 6);1;217
;(8, 6);1;218
;(8, 6);1;219
;(8, 6);1;220
;(8, 6);1;221
;(8, 6);1;222
GrabObject;(8, 6);1;223
;(8, 6);1;224
;(8, 6);1;225
;(8, 6);1;226
;(8, 6);1;227
;(8, 6);1;228
;(8, 6);1;229
;(8, 6);1;230
;(8, 6);1;231
;(8, 6);1;232
;(8, 6);1;233
;(8, 6);1;234
;(8, 6);1;235
;(8, 6);1;236
MoveWest;(7, 6);1;237
;(7, 6);1;238
;(7, 6);1;239
MoveWest;(6, 6);1;240
;(6, 6);1;241
;(6, 6);1;242
;(6, 6);1;243
;(6, 6);1;244
MoveWest;(5, 6);1;245
;(5, 6);1;246
;(5, 6);1;247
MoveWest;(4, 6);1;248
;(4, 6);1;249
;(4, 6);1;250
MoveWest;(3, 6);1;251
;(3, 6);1;252
;(3, 6);1;253
;(3, 6);1;254
;(3, 6);1;255
MoveWest;(2, 6);1;256
;(2, 6);1;257
;(2, 6);1;258
;(2, 6);1;259
;(2, 6);1;260
;(2, 6);1;261
;(2, 6);1;262
;(2, 6);1;263
;(2, 6);1;264
;(2, 6);1;265
;(2, 6);1;266
MoveWest;(1, 6);1;267
;(1, 6);1;268
;(1, 6);1;269
;(1, 6);1;270
;(1, 6);1;271
;(1, 6);1;272
;(1, 6);1;273
DropObject;(1, 6);1;274
;(1, 6);1;275
;(1, 6);1;276
;(1, 6);1;277
;(1, 6);1;278
;(1, 6);1;279
;(1, 6);1;280
;(1, 6);1;281
;(1, 6);1;282
;(1, 6);1;283
;(1, 6);1;284
;(1, 6);1;285
;(1, 6);1;286
;(1, 6);1;287
;(1, 6);1;288
MoveEast;(2, 6);1;289
;(2, 6);1;290
;(2, 6);1;291
;(2, 6);1;292
MoveEast;(3, 6);1;293
;(3, 6);1;294
;(3, 6);1;295
MoveEast;(4, 6);1;296
;(4, 6);1;297
;(4, 6);1;298
MoveEast;(5, 6);1;299
;(5, 6);1;300
;(5, 6);1;301
MoveEast;(6, 6);1;302
;(6, 6);1;303
;(6, 6);1;304
MoveEast;(7, 6);1;305
;(7, 6);1;306
;(7, 6);1;307
MoveEast;(8, 6);1;308
;(8, 6);1;309
;(8, 6);1;310
;(8, 6);1;311
;(8, 6);1;312
MoveNorth;(8, 5);1;313
;(8, 5);1;314
;(8, 5);1;315
;(8, 5);1;316
;(8, 5);1;317
;(8, 5);1;318
MoveEast;(9, 5);1;319
;(9, 5);1;320
;(9, 5);1;321
;(9, 5);1;322
MoveEast;(10, 5);1;323
;(10, 5);1;324
;(10, 5);1;325
;(10, 5);1;326
;(10, 5);1;327
;(10, 5);1;328
;(10, 5);1;329
GrabObject;(10, 5);1;330
;(10, 5);1;331
;(10, 5);1;332
;(10, 5);1;333
;(10, 5);1;334
;(10, 5);1;335
;(10, 5);1;336
;(10, 5);1;337
;(10, 5);1;338
;(10, 5);1;339
;(10, 5);1;340
;(10, 5);1;341
MoveWest;(9, 5);1;342
;(9, 5);1;343
;(9, 5);1;344
;(9, 5);1;345
MoveWest;(8, 5);1;346
;(8, 5);1;347
MoveWest;(7, 5);1;348
;(7, 5);1;349
MoveWest;(6, 5);1;350
;(6, 5);1;351
;(6, 5);1;352
MoveWest;(5, 5);1;353
;(5, 5);1;354
MoveWest;(4, 5);1;355
;(4, 5);1;356
;(4, 5);1;357
MoveWest;(3, 5);1;358
;(3, 5);1;359
MoveWest;(2, 5);1;360
;(2, 5);1;361
;(2, 5);1;362
MoveWest;(1, 5);1;363
;(1, 5);1;364
;(1, 5);1;365
;(1, 5);1;366
;(1, 5);1;367
;(1, 5);1;368
DropObject;(1, 5);1;369
